leaid,year,fips,district_id,district_name,est_population_total,est_population_5_17,est_population_5_17_poverty,est_population_5_17_poverty_pct,est_population_5_17_pct
1735850,2013,17,35850,Seneca Township High School District 160,7109,468,65,0.1388889,0.06583204
1735940,2013,17,35940,Sesser-Valier Community Unit School District 196,4301,715,137,0.19160838,0.16624041
1742990,2013,17,42990,Shawnee Community Unit School District 84,2718,448,124,0.2767857,0.16482708
1736090,2013,17,36090,Shelbyville Community Unit School District 4,7724,1157,190,0.1642178,0.14979285
1736180,2013,17,36180,Sherrard Community Unit School District 200,9195,1612,203,0.12593052,0.17531267
1700122,2013,17,122,Shiloh Community Unit School District 1,2745,412,102,0.24757281,0.15009108
1736210,2013,17,36210,Shiloh Village School District 85,4969,610,59,0.096721314,0.122761115
1736240,2013,17,36240,Shirland Community Consolidated School District 134,1358,153,53,0.34640524,0.11266568
1736330,2013,17,36330,Signal Hill School District 181,3195,381,69,0.18110237,0.11924883
1736360,2013,17,36360,Silvis School District 34,5276,644,147,0.22826087,0.12206217
1736450,2013,17,36450,Skokie School District 68,21323,2007,401,0.1998007,0.09412371
1736480,2013,17,36480,Skokie School District 69,17995,1789,517,0.28898826,0.0994165
1710380,2013,17,10380,Skokie School District 73-5,9938,1103,211,0.19129646,0.110988125
1714820,2013,17,14820,Skokie-Fairview School District 72,6372,648,153,0.2361111,0.10169491
1736510,2013,17,36510,Smithton Community Consolidated School District 130,4489,572,60,0.10489511,0.12742259
1736570,2013,17,36570,Somonauk Community Unit School District 432,5013,970,93,0.09587629,0.19349691
1736600,2013,17,36600,South Beloit Community Unit School District 320,6309,1108,331,0.29873645,0.17562212
1700114,2013,17,114,South Central Community Unit School District 401,4377,724,198,0.27348065,0.1654101
1736640,2013,17,36640,South Fork School District 14,2403,401,89,0.22194514,0.16687474
1736720,2013,17,36720,South Holland School District 150,10719,1243,265,0.21319388,0.11596231
1736750,2013,17,36750,South Holland School District 151,13355,1791,521,0.29089895,0.13410708
1736780,2013,17,36780,South Pekin School District 137,1804,260,71,0.27307692,0.14412417
1736840,2013,17,36840,South Wilmington Consolidated School District 74,891,79,6,0.07594936,0.08866442
1736610,2013,17,36610,Southeastern Community Unit School District 337,3140,554,124,0.22382672,0.17643312
1731500,2013,17,31500,Southwestern Community Unit School District 9,9344,1741,229,0.13153361,0.18632278
1736900,2013,17,36900,Sparta Community Unit School District 140,8771,1390,339,0.24388489,0.1584768
1736960,2013,17,36960,Spoon River Valley Community Unit School District 4,2351,411,84,0.20437956,0.17481923
1737020,2013,17,37020,Spring Lake Community Consolidated School District 606,747,89,9,0.101123594,0.11914324
1737050,2013,17,37050,Spring Valley Community Consolidated School District 99,6007,714,135,0.18907563,0.118861325
1737080,2013,17,37080,Springfield School District 186,115033,17958,4643,0.25854772,0.15611172
1737140,2013,17,37140,St. Anne Community High School District 302,4829,286,82,0.28671327,0.05922551
1737120,2013,17,37120,St. Anne Consolidated Community School District 256,2905,348,54,0.15517241,0.11979346
1737170,2013,17,37170,St. Charles Community Unit School District 303,68949,15492,868,0.056028917,0.22468781
1737230,2013,17,37230,St. Elmo Community Unit School District 202,2717,505,131,0.25940594,0.18586676
1737320,2013,17,37320,St. George Community Consolidated School District 258,3716,562,55,0.09786477,0.15123789
1737380,2013,17,37380,St. Joseph Community Consolidated School District 169,6308,908,62,0.06828194,0.1439442
1737410,2013,17,37410,St. Joseph-Ogden Community High School District 305,8479,531,22,0.041431263,0.06262531
1737440,2013,17,37440,St. Libory Consolidated School District 30,906,84,9,0.10714286,0.09271523
1737470,2013,17,37470,St. Rose School District 14-15,1262,155,9,0.058064517,0.12282092
1737490,2013,17,37490,Stark County Community Unit School District 100,4743,740,99,0.13378379,0.15601939
1737590,2013,17,37590,Staunton Community Unit School District 6,8282,1311,211,0.16094585,0.1582951
1737650,2013,17,37650,Steeleville Community Unit School District 138,3043,484,54,0.11157025,0.15905356
1737680,2013,17,37680,Steger School District 194,14238,1659,372,0.22423147,0.116519175
1742310,2013,17,42310,Sterling Community Unit District 5,21701,3794,702,0.185029,0.17483066
1737800,2013,17,37800,Steward Elementary School District 220,606,65,15,0.23076923,0.10726073
1737830,2013,17,37830,Stewardson-Strasburg Community Unit District 5A,2549,445,73,0.16404495,0.17457826
1737980,2013,17,37980,Stockton Community Unit School District 206,3855,573,101,0.17626527,0.14863813
1700112,2013,17,112,Streator Elementary School District 44,16638,1970,442,0.22436549,0.11840365
1738100,2013,17,38100,Streator Township High School District 40,18249,1002,198,0.19760479,0.054907117
1738130,2013,17,38130,Sullivan Community Unit School District 300,7624,1308,224,0.17125382,0.17156348
1738190,2013,17,38190,Summersville School District 79,2167,239,46,0.19246861,0.11029072
1738220,2013,17,38220,Summit Hill School District 161,23652,3573,204,0.05709488,0.15106545
1704050,2013,17,4050,Summit School District 104,12410,1706,574,0.33645955,0.13746978
1738370,2013,17,38370,Sunnybrook School District 171,11117,1328,341,0.2567771,0.119456686
1738400,2013,17,38400,Sunset Ridge School District 29,4203,509,59,0.115913555,0.12110397
1738460,2013,17,38460,Sycamore Community Unit School District 427,21584,4128,455,0.11022287,0.19125278
1738520,2013,17,38520,Taft School District 90,3483,471,81,0.17197452,0.13522825
1738550,2013,17,38550,Tamaroa School District 5,871,125,37,0.296,0.1435132
1738700,2013,17,38700,Taylorville Community Unit School District 3,18596,2727,470,0.17235057,0.14664444
1738760,2013,17,38760,Teutopolis Community Unit School District 50,5682,1190,108,0.090756305,0.2094333
1738790,2013,17,38790,Thomasboro Community Consolidated School District 130,2485,283,66,0.23321554,0.1138833
1701382,2013,17,1382,Thompsonville Community Unit School District 174,1893,349,60,0.17191978,0.18436344
1738940,2013,17,38940,Thornton Fractional Township High School District 215,60985,4248,1131,0.26624295,0.06965648
1738910,2013,17,38910,Thornton School District 154,2846,300,54,0.18,0.105411105
1738970,2013,17,38970,Thornton Township High School District 205,116331,8285,2471,0.29824984,0.07121919
1739120,2013,17,39120,Tolono Community Unit School District 7,9188,1807,285,0.15771998,0.19666956
1739180,2013,17,39180,Tonica Community Consolidated School District 79,1572,195,16,0.082051285,0.124045804
1719080,2013,17,19080,Township High School District 113,58297,3786,226,0.05969361,0.064943306
1730450,2013,17,30450,Township High School District 211,238262,12690,1348,0.10622537,0.053260695
1704170,2013,17,4170,Township High School District 214,253495,12603,1420,0.112671584,0.049716957
1739390,2013,17,39390,Tremont Community Unit School District 702,5058,1080,37,0.03425926,0.21352313
1739450,2013,17,39450,Tri-City Community Unit School District 1,3683,616,56,0.09090909,0.16725495
1739480,2013,17,39480,Tri-Point Community Unit School District 6-J,2887,480,87,0.18125,0.16626255
1713920,2013,17,13920,Tri-Valley Community Unit School District 3,4820,1129,36,0.031886626,0.23423237
1737350,2013,17,37350,Triad Community Unit School District 2,20820,3872,281,0.07257231,0.18597503
1708250,2013,17,8250,Trico Community Unit School District 176,6445,1175,232,0.19744681,0.18231186
1710830,2013,17,10830,Triopia Community Unit School District 27,2267,373,49,0.1313673,0.16453463
1739510,2013,17,39510,Troy Community Consolidated School District 30C,37072,4928,446,0.090503246,0.13293052
1739600,2013,17,39600,Tuscola Community Unit School District 301,5756,1007,103,0.102284014,0.17494789
1739780,2013,17,39780,Union Ridge School District 86,6407,491,97,0.197556,0.07663493
1739660,2013,17,39660,Union School District 81,1492,141,24,0.17021276,0.09450402
1700321,2013,17,321,United Community School District 304,6103,971,116,0.11946447,0.15910208
1739870,2013,17,39870,United Township High School District 30,39840,1915,421,0.21984334,0.048067268
1739930,2013,17,39930,Unity Point Community Consolidated School District 140,6098,663,157,0.23680241,0.10872417
1739960,2013,17,39960,Urbana School District 116,52174,4757,1469,0.30880806,0.09117568
1738490,2013,17,38490,V.I.T. Community Unit School District 2,2216,345,41,0.11884058,0.15568592
1740070,2013,17,40070,Valley View Community Unit School District 365U,93235,18954,2863,0.15104991,0.20329276
1740080,2013,17,40080,Valmeyer Community Unit School District 3,2590,515,21,0.0407767,0.1988417
1740140,2013,17,40140,Vandalia Community Unit School District 203,11579,1725,365,0.21159421,0.1489766
1740200,2013,17,40200,Venice Community Unit School District 3,1019,175,65,0.37142858,0.171737
1740290,2013,17,40290,Vienna High School District 133,9020,379,63,0.16622691,0.04201774
1740260,2013,17,40260,Vienna School District 55,5119,383,78,0.20365535,0.074819304
1740320,2013,17,40320,Villa Grove Community Unit School District 302,4034,701,90,0.12838802,0.17377293
1740350,2013,17,40350,Villa Park School District 45,37341,4034,558,0.13832425,0.108031385
1740410,2013,17,40410,Virginia Community Unit School District 64,2301,389,49,0.12596402,0.16905694
1740470,2013,17,40470,Wabash Community Unit School District 348,10669,1718,305,0.17753202,0.16102728
1740530,2013,17,40530,Wallace Community Consolidated School District 195,2713,274,32,0.11678832,0.100995205
1740620,2013,17,40620,Waltham Community Consolidated School District 185,2451,294,36,0.12244898,0.11995104
1740650,2013,17,40650,Waltonville Community Unit School District 1,2082,352,51,0.14488636,0.1690682
1740740,2013,17,40740,Warren Community Unit School District 205,2716,420,72,0.17142858,0.15463917
1740800,2013,17,40800,Warren Township High School District 121,68548,4647,341,0.07338068,0.06779191
1740830,2013,17,40830,Warrensburg-Latham Community Unit District 11,6360,1121,120,0.10704728,0.17625786
1740890,2013,17,40890,Warsaw Community Unit School District 316,2586,382,59,0.15445027,0.14771849
1740980,2013,17,40980,Washington Community High School District 308,23607,1350,86,0.0637037,0.05718643
1741040,2013,17,41040,Washington School District 52,8085,1027,54,0.05258033,0.12702535
1741070,2013,17,41070,Waterloo Community Unit School District 5,18203,3194,174,0.054477144,0.17546558
1741190,2013,17,41190,Wauconda Community Unit School District 118,27215,4808,503,0.104617305,0.17666727
1741250,2013,17,41250,Waukegan Community Unit School District 60,83967,17017,4463,0.26226714,0.20266294
1741280,2013,17,41280,Waverly Community Unit School District 6,2058,377,88,0.23342176,0.18318756
1741360,2013,17,41360,Wayne City Community Unit School District 100,3634,670,167,0.24925373,0.18436985
1741370,2013,17,41370,Webber Township High School District 204,2942,163,23,0.1411043,0.055404488
1739420,2013,17,39420,Wesclin Community Unit School District 3,8056,1379,141,0.102248006,0.17117676
1700130,2013,17,130,West Carroll Community Unit School District 314,8432,1228,275,0.22394137,0.14563568
1700319,2013,17,319,West Central Community Unit School District 235,5927,883,159,0.18006796,0.14897925
1741550,2013,17,41550,West Chicago School District 33,31442,4223,874,0.20696187,0.1343108
1718480,2013,17,18480,West Harvey-Dixmoor Public School District 147,11688,1622,674,0.41553637,0.13877481
1741600,2013,17,41600,West Lincoln-Broadwell Elementary School District 92,4779,174,12,0.06896552,0.036409292
1741700,2013,17,41700,West Northfield School District 31,9866,970,201,0.2072165,0.09831745
1700314,2013,17,314,West Prairie Community Unit School District 103,4831,709,142,0.20028208,0.14676051
1741730,2013,17,41730,West Richland Community Unit School District 2,2238,346,85,0.24566475,0.15460232
1741750,2013,17,41750,West Washington County Community Unit District 10,3935,600,75,0.125,0.15247777
1741790,2013,17,41790,Westchester School District 92-5,15963,1519,165,0.10862409,0.09515755
1701387,2013,17,1387,Western Community Unit School District 12,3590,603,106,0.17578773,0.16796657
1741820,2013,17,41820,Western Springs School District 101,10264,1843,109,0.0591427,0.17955963
1741980,2013,17,41980,Westmont Community Unit School District 201,12711,1803,176,0.097615086,0.14184564
1710820,2013,17,10820,Westville Community Unit School District 2,7057,1213,259,0.2135202,0.17188607
1742060,2013,17,42060,Wethersfield Community Unit School District 230,3940,602,116,0.19269103,0.15279187
1742210,2013,17,42210,Wheeling Community Consolidated School District 21,67677,6784,1174,0.17305425,0.10024085
1742300,2013,17,42300,Whiteside School District 115,12834,1601,266,0.16614616,0.12474677
1723730,2013,17,23730,Will County School District 92,14809,2048,195,0.095214844,0.13829428
1742450,2013,17,42450,Williamsfield Community Unit School District 210,1776,259,31,0.11969112,0.14583333
1742480,2013,17,42480,Williamsville Community Unit School District 15,7287,1456,77,0.052884616,0.19980788
1742510,2013,17,42510,Willow Grove School District 46,2061,166,48,0.28915662,0.08054343
1742570,2013,17,42570,Willow Springs School District 108,4017,369,86,0.23306233,0.091859594
1742600,2013,17,42600,Wilmette School District 39,26348,4193,187,0.04459814,0.15913922
1742630,2013,17,42630,Wilmington Community Unit School District 209U,9476,1504,190,0.1263298,0.15871675
1742660,2013,17,42660,Winchester Community Unit School District 1,3796,668,100,0.1497006,0.17597471
1742690,2013,17,42690,Windsor Community Unit School District 1,2267,392,90,0.22959183,0.17291574
1742720,2013,17,42720,Winfield School District 34,4167,417,56,0.13429257,0.100072
1742790,2013,17,42790,Winnebago Community Unit School District 323,8030,1604,138,0.08603492,0.19975093
1742840,2013,17,42840,Winnetka School District 36,12037,2225,156,0.07011236,0.18484673
1742900,2013,17,42900,Winthrop Harbor School District 1,6627,687,67,0.09752547,0.10366682
1742960,2013,17,42960,Wolf Branch School District 113,7362,907,80,0.088202864,0.123200215
1743020,2013,17,43020,Wood Dale School District 7,10667,1187,195,0.1642797,0.111277774
1743050,2013,17,43050,Wood River-Hartford Elementary School District 15,6013,691,154,0.22286542,0.11491768
1743110,2013,17,43110,Woodland Community Consolidated School District 50,51292,7280,593,0.08145604,0.14193246
1738070,2013,17,38070,Woodland Community Unit School District 5,3063,460,82,0.17826086,0.15017956
1743170,2013,17,43170,Woodlawn Community Consolidated School District 4,2753,308,70,0.22727273,0.11187795
1743200,2013,17,43200,Woodlawn Community High School District 205,3311,202,23,0.11386139,0.06100876
1717040,2013,17,17040,Woodridge School District 68,33112,3202,369,0.11524048,0.0967021
1743330,2013,17,43330,Woodstock Community Unit School District 200,37214,6489,746,0.114963785,0.17436986
1743380,2013,17,43380,Worth School District 127,11309,1095,299,0.27305937,0.09682554
1743960,2013,17,43960,Yorkville Community Unit School District 115,29550,6373,460,0.072179504,0.21566837
1743800,2013,17,43800,Zeigler-Royalton Community Unit School District 188,4108,663,174,0.26244345,0.1613924
1743860,2013,17,43860,Zion Elementary School District 6,17464,2598,750,0.2886836,0.14876316
1743890,2013,17,43890,Zion-Benton Township High School District 126,44384,2952,478,0.16192412,0.066510454
1800060,2013,18,60,Adams Central Community Schools,8837,2453,765,0.31186303,0.27758288
1800120,2013,18,120,Alexandria Community School Corporation,8709,1520,380,0.25,0.1745321
1800150,2013,18,150,Anderson Community School Corporation,70875,10813,3839,0.3550356,0.15256438
1800180,2013,18,180,Argos Community Schools,3855,748,135,0.18048128,0.19403373
1800210,2013,18,210,Attica Consolidated School Corporation,4922,873,160,0.18327606,0.17736693
1800270,2013,18,270,Avon Community School Corporation,47354,9900,570,0.05757576,0.20906365
1800330,2013,18,330,Barr-Reeve Community School Corporation,5571,1409,387,0.27466288,0.2529169
1800360,2013,18,360,Bartholomew County School Corporation,73674,13076,1980,0.15142246,0.1774846
1800390,2013,18,390,Batesville Community School Corporation,12004,2428,203,0.083607905,0.20226592
1800420,2013,18,420,Baugo Community Schools,9574,2016,261,0.12946428,0.21057029
1800450,2013,18,450,Beech Grove City Schools,14225,2591,708,0.27325356,0.1821441
1800480,2013,18,480,Benton Community School Corporation,11041,2058,295,0.14334305,0.18639617
1800570,2013,18,570,Blackford County Schools,12481,2034,463,0.22763029,0.16296771
1800600,2013,18,600,Bloomfield School District,6854,1137,147,0.1292876,0.16588853
1800660,2013,18,660,Blue River Valley Schools,6682,755,173,0.22913907,0.112990126
1800720,2013,18,720,Bluffton-Harrison Metropolitan School District,8586,1464,273,0.18647541,0.17051013
1800750,2013,18,750,Boone Township Metropolitan School District,6239,1108,194,0.17509025,0.17759256
1800900,2013,18,900,Bremen Public Schools,8913,1908,207,0.108490564,0.21406934
1800960,2013,18,960,Brown County County School Corporation,15023,2304,401,0.17404515,0.15336484
1801020,2013,18,1020,Brownsburg Community School Corporation,42597,8931,503,0.056320682,0.20966265
1801050,2013,18,1050,Brownstown Central Community School Corporation,10634,1888,235,0.12447034,0.17754373
1801060,2013,18,1060,C. A. Beard Memorial School Corporation,8002,1410,228,0.16170213,0.17620595
1801170,2013,18,1170,Cannelton City Schools,1581,272,81,0.2977941,0.17204301
1801200,2013,18,1200,Carmel Clay Schools,90005,20063,728,0.0362857,0.22290984
1801290,2013,18,1290,Carroll Consolidated School Corporation,6549,1211,149,0.12303881,0.18491372
1801410,2013,18,1410,Caston School Corporation,4549,819,185,0.22588523,0.18003957
1801440,2013,18,1440,Center Grove Community School Corporation,42311,8757,588,0.06714629,0.20696746
1801560,2013,18,1560,Centerville-Abington Community Schools,8381,1631,312,0.19129369,0.19460686
1801710,2013,18,1710,Central Noble Community School Corporation,8765,1552,202,0.13015464,0.17706789
1802880,2013,18,2880,City of East Chicago School District,29424,6212,2677,0.43094012,0.21112017
1801890,2013,18,1890,Clark-Pleasant Community School Corporation,33634,6741,844,0.12520398,0.2004222
1801920,2013,18,1920,Clarksville Community School Corporation,9365,1447,303,0.20939876,0.15451148
1800840,2013,18,840,Clay Community Schools,26073,4511,900,0.1995123,0.17301422
1802130,2013,18,2130,Clinton Central School Corporation,5319,1078,103,0.09554731,0.20266968
1802160,2013,18,2160,Clinton Prairie School Corporation,5755,999,107,0.10710711,0.17358819
1802220,2013,18,2220,Cloverdale Community Schools,7416,1234,249,0.20178282,0.16639698
1802400,2013,18,2400,Concord Community Schools,25113,5091,936,0.18385386,0.20272368
1802430,2013,18,2430,Covington Community School Corporation,5423,904,134,0.14823009,0.1666974
1807020,2013,18,7020,Cowan Community School Corporation,3723,657,115,0.17503805,0.1764706
1802440,2013,18,2440,Crawford County Community School Corporation,10992,1932,490,0.2536232,0.17576419
1802460,2013,18,2460,Crawfordsville Community Schools,15590,2385,605,0.25366876,0.15298268
1812060,2013,18,12060,Crothersville Community Schools,3507,568,99,0.17429577,0.1619618
1802490,2013,18,2490,Crown Point Community School Corporation,41424,7665,664,0.08662753,0.18503766
1802520,2013,18,2520,Culver Community Schools Corporation,6970,1186,225,0.18971333,0.17015782
1809840,2013,18,9840,Daleville Community Schools,4028,670,94,0.1402985,0.16633566
1802550,2013,18,2550,Danville Community School Corporation,14356,2871,260,0.09056078,0.19998607
1801590,2013,18,1590,DeKalb County Central United School District,24222,4478,676,0.15096025,0.18487325
1803060,2013,18,3060,DeKalb County Eastern Community School District,7857,1616,271,0.16769803,0.20567647
1802610,2013,18,2610,Decatur County Community Schools,12228,2411,283,0.11737868,0.19717042
1802640,2013,18,2640,Decatur Township Metropolitan School District,33298,7048,1313,0.18629399,0.21166436
1802660,2013,18,2660,Delaware Community School Corporation,14983,2624,342,0.13033536,0.17513181
1802700,2013,18,2700,Delphi Community School Corporation,9617,1791,251,0.14014517,0.18623272
1802800,2013,18,2800,Duneland School Corporation,35088,6538,694,0.10614867,0.18633151
1802850,2013,18,2850,East Allen County Schools,67031,14190,3056,0.21536294,0.2116931
1802940,2013,18,2940,East Gibson School Corporation,6857,1072,168,0.15671642,0.15633659
1802970,2013,18,2970,East Noble School Corporation,23192,4257,639,0.15010571,0.18355468
1809000,2013,18,9000,East Porter County School Corporation,13080,2381,188,0.07895842,0.18203364
1803000,2013,18,3000,East Washington School Corporation,9543,1857,383,0.20624663,0.1945929
1803030,2013,18,3030,Eastbrook Community School Corporation,10580,1647,226,0.13721919,0.15567107
1803090,2013,18,3090,Eastern Greene County School District,7986,1527,212,0.13883431,0.19120961
1803120,2013,18,3120,Eastern Hancock County Community School Corporation,5900,1156,81,0.0700692,0.19593221
1803150,2013,18,3150,Eastern Howard School Corporation,6488,1238,137,0.110662356,0.19081381
1807110,2013,18,7110,Eastern Pulaski Community School Corporation,7265,1228,243,0.19788274,0.1690296
1803240,2013,18,3240,Edinburgh Community School Corporation,5133,880,256,0.29090908,0.1714397
1803270,2013,18,3270,Elkhart Community Schools,76716,14759,3766,0.25516635,0.1923849
1803300,2013,18,3300,Elwood Community School Corporation,9994,1692,493,0.29137117,0.16930158
1803330,2013,18,3330,Eminence Community School Corporation,2962,539,68,0.12615955,0.18197164
1803450,2013,18,3450,Evansville-Vanderburgh School Corporation,181398,28388,6971,0.24556151,0.15649566
1803480,2013,18,3480,Fairfield Community Schools,12055,3015,287,0.09519071,0.25010368
1803510,2013,18,3510,Fayette County School Corporation,23861,4205,948,0.2254459,0.176229
1803570,2013,18,3570,Flat Rock-Hawcreek School Corporation,5678,1059,122,0.11520302,0.18650934
1803630,2013,18,3630,Fort Wayne Community Schools,220190,38995,11100,0.28465188,0.17709705
1803660,2013,18,3660,Frankfort Community Schools,18049,3505,788,0.22482169,0.19419359
1803690,2013,18,3690,Franklin Community School Corporation,31087,5695,851,0.14942932,0.18319555
1803700,2013,18,3700,Franklin County Community School Corporation,17316,3253,507,0.15585613,0.18786094
1803750,2013,18,3750,Franklin Township Community School Corporation,54398,11189,1319,0.11788364,0.2056877
1812880,2013,18,12880,Frankton-Lapel Community Schools,12155,2257,492,0.21798848,0.1856849
1803780,2013,18,3780,Fremont Community Schools,7077,1104,142,0.12862319,0.1559983
1803810,2013,18,3810,Frontier School Corporation,4072,760,84,0.110526316,0.18664047
1803840,2013,18,3840,Garrett-Keyser-Butler Community Schools,9376,1868,335,0.17933619,0.19923209
1803870,2013,18,3870,Gary Community School Corporation,74605,14738,7339,0.49796444,0.19754708
1803930,2013,18,3930,Goshen Community Schools,37041,7017,1353,0.19281745,0.18943873
1803940,2013,18,3940,Greater Clark County Schools,75945,12561,2110,0.16798025,0.165396
1803960,2013,18,3960,Greater Jasper Consolidated Schools,19735,3578,286,0.07993292,0.18130225
1803990,2013,18,3990,Greencastle Community School Corporation,13995,2033,303,0.14904083,0.14526616
1804050,2013,18,4050,Greenfield-Central Community Schools,28081,5038,463,0.09190155,0.17940956
1804080,2013,18,4080,Greensburg Community Schools,14372,2592,532,0.20524691,0.18035068
1804110,2013,18,4110,Greenwood Community School Corporation,25533,4434,696,0.15696888,0.17365763
1804170,2013,18,4170,Griffith Public Schools,16640,2890,480,0.16608997,0.17367789
1804230,2013,18,4230,Hamilton Community Schools,4345,711,75,0.10548523,0.16363636
1804260,2013,18,4260,Hamilton Heights School Corporation,13890,2649,229,0.086447716,0.19071275
1810650,2013,18,10650,Hamilton Southeastern Schools,97377,22387,1002,0.04475812,0.22990029
1804320,2013,18,4320,Hammond School City,80437,15501,4998,0.32243082,0.19270982
1804350,2013,18,4350,Hanover Community School Corporation,12328,2266,216,0.095322154,0.18380922
1804560,2013,18,4560,Highland School Town,23508,3603,398,0.1104635,0.15326697
1804590,2013,18,4590,Hobart School City,23759,4023,599,0.14889386,0.1693253
1804710,2013,18,4710,Huntington County Community School Corporation,36791,6216,1015,0.1632883,0.16895436
1804770,2013,18,4770,Indianapolis Public Schools,304657,49287,20961,0.42528456,0.16177866
1804800,2013,18,4800,Jac-Cen-Del Community School Corporation,5004,878,170,0.19362187,0.17545964
1804980,2013,18,4980,Jay School Corporation,21330,4052,951,0.23469892,0.18996719
1805190,2013,18,5190,Jennings County Schools,28241,5289,1147,0.2168652,0.18728091
1809120,2013,18,9120,John Glenn School Corporation,9914,1907,319,0.16727845,0.19235425
1805280,2013,18,5280,Kankakee Valley School Corporation,20109,3940,502,0.12741117,0.19593216
1805340,2013,18,5340,Knox Community School Corporation,11010,1994,482,0.24172518,0.18110809
1805370,2013,18,5370,Kokomo-Center Township Consolidated School Corporation,45279,7130,2029,0.28457224,0.15746814
1805580,2013,18,5580,La Porte Community School Corporation,38580,6660,1215,0.18243243,0.1726283
1805400,2013,18,5400,Lafayette School Corporation,58826,9025,2235,0.24764542,0.15341856
1805450,2013,18,5450,Lake Central School Corporation,66125,11472,844,0.07357043,0.1734896
1805460,2013,18,5460,Lake Ridge Schools,12070,2135,838,0.39250585,0.17688484
1802910,2013,18,2910,Lake Station Community Schools,8497,1505,423,0.2810631,0.17712134
1805520,2013,18,5520,Lakeland School Corporation,15017,3085,536,0.17374392,0.20543385
1803720,2013,18,3720,Lanesville Community School Corporation,4083,731,57,0.07797538,0.17903502
1805670,2013,18,5670,Lawrence Township Metropolitan School District,98443,18604,3247,0.17453235,0.18898246
1805700,2013,18,5700,Lawrenceburg Community School Corporation,11003,1870,384,0.2053476,0.16995364
1805790,2013,18,5790,Lebanon Community School Corporation,23114,3955,555,0.14032869,0.17110842
1805880,2013,18,5880,Liberty-Perry Community School Corporation,6186,1065,181,0.16995305,0.17216295
1805910,2013,18,5910,Linton-Stockton School Corporation,8349,1390,299,0.21510792,0.16648701
1806030,2013,18,6030,Logansport Community School Corporation,23690,4253,918,0.21584764,0.17952722
1806060,2013,18,6060,Loogootee Community School Corporation,5726,1031,189,0.18331717,0.18005589
1806090,2013,18,6090,Maconaquah School Corporation,15040,2289,456,0.19921362,0.15219414
1806120,2013,18,6120,Madison Consolidated Schools,23018,3707,670,0.18073915,0.16104788
1806240,2013,18,6240,Madison-Grant United School Corporation,8543,1480,288,0.19459459,0.17324124
1806270,2013,18,6270,Manchester Community Schools,10253,1499,331,0.22081387,0.14620112
1806390,2013,18,6390,Marion Community Schools,36358,5119,1968,0.38445008,0.14079432
1806510,2013,18,6510,Martinsville Schools Metropolitan School District,30917,5461,1069,0.1957517,0.1766342
1801230,2013,18,1230,Medora Community School Corporation,1549,292,92,0.31506848,0.18850872
1809690,2013,18,9690,Merrillville Community School,46960,7873,1730,0.21973835,0.16765332
1806570,2013,18,6570,Michigan City Area Schools,48335,7421,2239,0.30171135,0.15353264
1806600,2013,18,6600,Middlebury Community Schools,22247,5348,718,0.1342558,0.24039197
1806630,2013,18,6630,Milan Community Schools,6128,1184,112,0.0945946,0.19321148
1806660,2013,18,6660,Mill Creek Community School Corporation,9867,1882,193,0.10255048,0.1907368
1806840,2013,18,6840,Mishawaka School City,30395,5372,1568,0.29188386,0.17673959
1806870,2013,18,6870,Mississinewa Community School Corporation,10736,1909,556,0.29125196,0.17781296
1806900,2013,18,6900,Mitchell Community Schools,11941,2060,363,0.17621359,0.17251487
1807080,2013,18,7080,Monroe Central School Corporation,5540,980,196,0.2,0.1768953
1800630,2013,18,630,Monroe County Community School Corporation,124147,13178,2188,0.1660343,0.106148355
1804140,2013,18,4140,Monroe-Gregg School District,7993,1477,185,0.12525389,0.18478669
1807140,2013,18,7140,Mooresville Consolidated School Corporation,24424,4597,640,0.13922124,0.1882165
1807230,2013,18,7230,Mount Pleasant Township Community School Corporation,14080,2449,312,0.12739894,0.17393465
1807260,2013,18,7260,Mount Vernon Community School Corporation,19860,3965,317,0.07994956,0.19964753
1807290,2013,18,7290,Mount Vernon Metropolitan School District,15643,2703,360,0.13318536,0.17279294
1807320,2013,18,7320,Muncie Community Schools,69089,8115,2884,0.35539126,0.117457196
1807350,2013,18,7350,Munster School Town,23341,4329,366,0.08454608,0.18546763
1807380,2013,18,7380,Nettle Creek School Corporation,7013,1345,258,0.19182156,0.19178668
1807410,2013,18,7410,New Albany-Floyd County Consolidated Schools,76244,13293,2184,0.164297,0.17434815
1807440,2013,18,7440,New Castle Community School Corporation,23139,3769,818,0.2170337,0.16288517
1807470,2013,18,7470,New Durham Township Metropolitan School District,8649,937,147,0.15688367,0.108336225
1807500,2013,18,7500,New Harmony Town and Township Consolidated Schools,1316,164,14,0.085365854,0.12462006
1807560,2013,18,7560,New Prairie United School Corporation,15311,2837,407,0.1434614,0.18529162
1807620,2013,18,7620,Nineveh-Hensley-Jackson United School Corporation,10755,2006,278,0.13858424,0.1865179
1807650,2013,18,7650,Noblesville Schools,54638,11075,903,0.08153499,0.20269775
1807680,2013,18,7680,North Adams Community Schools,15171,2638,392,0.14859742,0.17388439
1800118,2013,18,118,North Central Parke Community School Corporation,11240,1647,438,0.26593807,0.14653026
1807710,2013,18,7710,North Daviess Community Schools,9098,2179,404,0.18540615,0.23950319
1807770,2013,18,7770,North Gibson School Corporation,14399,2425,423,0.174433,0.16841447
1800690,2013,18,690,North Harrison Community School Corporation,13671,2471,352,0.14245245,0.18074757
