leaid,year,fips,district_id,district_name,est_population_total,est_population_5_17,est_population_5_17_poverty,est_population_5_17_poverty_pct,est_population_5_17_pct
3615510,2013,36,15510,Island Trees Union Free School District,15566,2657,157,0.0590892,0.17069253
3615540,2013,36,15540,Islip Union Free School District,19484,3455,200,0.05788712,0.17732498
3615570,2013,36,15570,Ithaca City School District,66989,5790,925,0.15975821,0.0864321
3615630,2013,36,15630,Jamestown City School District,32077,5330,1917,0.3596623,0.16616267
3609090,2013,36,9090,Jamesville-DeWitt Central School District,18605,3109,275,0.088452876,0.16710562
3600007,2013,36,7,Jasper-Troupsburg Central School District,3403,850,306,0.36,0.24977961
3615720,2013,36,15720,Jefferson Central School District,1818,288,86,0.2986111,0.15841584
3615810,2013,36,15810,Jericho Union Free School District,17509,2948,161,0.054613296,0.16837054
3615870,2013,36,15870,Johnsburg Central School District,2595,343,81,0.2361516,0.13217726
3615900,2013,36,15900,Johnson City Central School District,19819,2696,794,0.2945104,0.13603108
3615980,2013,36,15980,Johnstown City School District,11488,1762,296,0.16799092,0.15337744
3615990,2013,36,15990,Jordan-Elbridge Central School District,9076,1535,230,0.14983714,0.16912737
3616080,2013,36,16080,Katonah-Lewisboro Union Free School District,18607,4191,169,0.040324505,0.22523782
3616140,2013,36,16140,Keene Central School District,1097,131,22,0.16793893,0.11941659
3616200,2013,36,16200,Kendall Central School District,5093,840,137,0.16309524,0.16493227
3616230,2013,36,16230,Kenmore-Tonawanda Union Free School District,67469,9351,1351,0.14447653,0.13859698
3615210,2013,36,15210,Kinderhook Central School District (Ichabod Crane),13680,2166,166,0.07663897,0.15833333
3616260,2013,36,16260,Kings Park Central School District,22992,4216,155,0.036764707,0.18336813
3616290,2013,36,16290,Kingston City School District,51173,7245,1352,0.18661146,0.14157857
3604758,2013,36,4758,Kiryas Joel Village Union Free School District,20325,7445,5254,0.7057085,0.36629766
3616380,2013,36,16380,La Fargeville Central School District,3180,644,76,0.11801242,0.20251572
3616410,2013,36,16410,LaFayette Central School District,5033,714,73,0.1022409,0.1418637
3616440,2013,36,16440,Lackawanna City School District,18157,2661,1117,0.419767,0.14655505
3616470,2013,36,16470,Lake George Central School District,6593,877,146,0.16647662,0.13301986
3616500,2013,36,16500,Lake Placid Central School District,6367,989,113,0.11425682,0.15533218
3616530,2013,36,16530,Lake Pleasant Central School District,771,78,20,0.25641027,0.101167314
3616620,2013,36,16620,Lakeland Central School District,35986,6753,364,0.05390197,0.18765631
3616680,2013,36,16680,Lancaster Central School District,40445,6676,423,0.063361295,0.16506366
3616710,2013,36,16710,Lansing Central School District,7494,1367,148,0.10826628,0.1824126
3616740,2013,36,16740,Lansingburgh Central School District,17204,2742,809,0.29504013,0.15938154
3616800,2013,36,16800,Laurens Central School District,2633,357,137,0.3837535,0.13558678
3616830,2013,36,16830,Lawrence Union Free School District,35893,7089,842,0.11877557,0.19750369
3616950,2013,36,16950,Le Roy Central School District,8317,1343,193,0.14370811,0.1614765
3617130,2013,36,17130,Letchworth Central School District,5910,963,144,0.1495327,0.16294417
3617160,2013,36,17160,Levittown Union Free School District,46972,7902,352,0.044545684,0.16822788
3617190,2013,36,17190,Lewiston-Porter Central School District,18658,2485,191,0.076861165,0.13318683
3617220,2013,36,17220,Liberty Central School District,10529,1511,376,0.24884182,0.1435084
3617380,2013,36,17380,Lindenhurst Union Free School District,42191,6926,541,0.07811146,0.16415824
3617430,2013,36,17430,Lisbon Central School District,4402,659,157,0.23823975,0.14970468
3617460,2013,36,17460,Little Falls City School District,7303,1171,292,0.24935952,0.16034506
3617520,2013,36,17520,Liverpool Central School District,51095,7734,984,0.1272304,0.1513651
3617580,2013,36,17580,Livingston Manor Central School District,3443,556,125,0.22482014,0.16148707
3617640,2013,36,17640,Livonia Central School District,10804,1895,170,0.089709766,0.175398
3617670,2013,36,17670,Lockport City School District,35912,5490,1186,0.21602914,0.1528737
3617700,2013,36,17700,Locust Valley Central School District,15765,2884,167,0.057905685,0.18293689
3617730,2013,36,17730,Long Beach City School District,39014,4546,424,0.093268804,0.116522275
3617760,2013,36,17760,Long Lake Central School District,589,53,5,0.094339624,0.08998302
3619230,2013,36,19230,Longwood Central School District,65715,9613,935,0.09726412,0.1462832
3617820,2013,36,17820,Lowville Academy and Central School District,8781,1587,301,0.18966603,0.18073112
3617880,2013,36,17880,Lyme Central School District,2400,348,67,0.19252874,0.145
3617910,2013,36,17910,Lynbrook Union Free School District,17770,3016,175,0.058023874,0.16972426
3617940,2013,36,17940,Lyncourt Union Free School District,3740,549,96,0.17486338,0.14679144
3617970,2013,36,17970,Lyndonville Central School District,4083,723,160,0.22130014,0.17707568
3618030,2013,36,18030,Lyons Central School District,6658,985,281,0.28527918,0.14794232
3618080,2013,36,18080,Madison Central School District,3029,516,127,0.24612403,0.17035325
3618090,2013,36,18090,Madrid-Waddington Central School District,4431,728,170,0.23351648,0.164297
3618120,2013,36,18120,Mahopac Central School District,26634,5070,239,0.04714004,0.19035819
3618150,2013,36,18150,Maine-Endwell Central School District,14783,2416,322,0.13327815,0.16343097
3618180,2013,36,18180,Malone Central School District,19993,2507,594,0.23693658,0.12539388
3618210,2013,36,18210,Malverne Union Free School District,15039,2426,231,0.095218465,0.16131392
3618240,2013,36,18240,Mamaroneck Union Free School District,28982,5660,397,0.070141345,0.19529364
3624270,2013,36,24270,Manchester-Shortsville Central School District,6080,957,142,0.14838035,0.15740131
3618270,2013,36,18270,Manhasset Union Free School District,16316,3475,126,0.03625899,0.21298112
3618450,2013,36,18450,Marathon Central School District,4492,807,157,0.19454771,0.17965272
3618480,2013,36,18480,Marcellus Central School District,10341,1885,142,0.07533156,0.18228412
3618510,2013,36,18510,Margaretville Central School District,3892,484,127,0.2623967,0.124357656
3618540,2013,36,18540,Marion Central School District,5621,971,117,0.120494336,0.17274506
3618570,2013,36,18570,Marlboro Central School District,12636,2118,379,0.1789424,0.16761634
3618630,2013,36,18630,Massapequa Union Free School District,47583,8832,272,0.030797102,0.18561251
3618660,2013,36,18660,Massena Central School District,17247,2784,775,0.27837643,0.16141938
3600021,2013,36,21,Mattituck-Cutchogue Union Free School District,9233,1476,67,0.045392953,0.15986137
3618750,2013,36,18750,Mayfield Central School District,6052,877,214,0.24401368,0.14491077
3618840,2013,36,18840,McGraw Central School District,3535,625,113,0.1808,0.1768034
3618900,2013,36,18900,Mechanicville City School District,9701,1502,190,0.126498,0.1548294
3618960,2013,36,18960,Medina Central School District,11047,1834,413,0.22519083,0.16601792
3618990,2013,36,18990,Menands Union Free School District,3918,423,33,0.07801419,0.10796325
3619110,2013,36,19110,Merrick Union Free School District,18131,1731,86,0.049682263,0.095471844
3619170,2013,36,19170,Mexico Central School District,12194,2218,496,0.22362489,0.18189274
3619200,2013,36,19200,Middle Country Central School District,62830,10880,767,0.07049632,0.17316568
3619260,2013,36,19260,Middleburgh Central School District,6279,897,143,0.1594203,0.14285715
3619320,2013,36,19320,Middletown City School District,41179,7315,1820,0.24880382,0.17763908
3619350,2013,36,19350,Milford Central School District,3008,434,81,0.18663594,0.14428191
3619380,2013,36,19380,Millbrook Central School District,7891,1430,86,0.06013986,0.18121912
3619410,2013,36,19410,Miller Place Union Free School District,15927,3204,311,0.097066164,0.20116782
3619500,2013,36,19500,Mineola Union Free School District,23747,3177,198,0.062322944,0.13378532
3619530,2013,36,19530,Minerva Central School District,815,111,40,0.36036035,0.13619632
3619560,2013,36,19560,Minisink Valley Central School District,23197,4487,394,0.08780923,0.19343019
3619650,2013,36,19650,Monroe-Woodbury Central School District,36858,7797,771,0.09888419,0.2115416
3619710,2013,36,19710,Montauk Union Free School District,3340,381,51,0.13385826,0.11407185
3619740,2013,36,19740,Monticello Central School District,21686,3666,1377,0.37561375,0.16904916
3619800,2013,36,19800,Moravia Central School District,7530,1029,176,0.17103985,0.1366534
3619830,2013,36,19830,Moriah Central School District,4723,697,107,0.15351507,0.14757569
3619860,2013,36,19860,Morris Central School District,2671,445,70,0.15730338,0.16660427
3619890,2013,36,19890,Morristown Central School District,2641,452,166,0.36725664,0.17114729
3619920,2013,36,19920,Morrisville-Eaton Central School District,6625,851,144,0.16921268,0.12845284
3630930,2013,36,30930,Mount Markham Central School District,7224,1247,226,0.18123497,0.17261904
3620010,2013,36,20010,Mount Morris Central School District,5758,540,145,0.2685185,0.09378257
3620160,2013,36,20160,Mount Pleasant Central School District,13224,2666,108,0.04051013,0.20160314
3620040,2013,36,20040,Mount Sinai Union Free School District,13041,2556,87,0.03403756,0.19599724
3620100,2013,36,20100,Mount Vernon School District,68686,10862,2422,0.22297919,0.15813994
3620190,2013,36,20190,Nanuet Union Free School District,13866,2493,167,0.06698757,0.1797923
3620220,2013,36,20220,Naples Central School District,5320,851,103,0.12103408,0.1599624
3620370,2013,36,20370,New Hartford Central School District,16882,2589,193,0.07454616,0.15335861
3620400,2013,36,20400,New Hyde Park-Garden City Park Union Free School District,22958,1811,112,0.061844286,0.07888318
3620430,2013,36,20430,New Lebanon Central School District,4167,590,82,0.13898306,0.14158867
3620460,2013,36,20460,New Paltz Central School District,19409,2326,231,0.09931213,0.11984131
3620490,2013,36,20490,New Rochelle City School District,78661,12668,2061,0.1626934,0.16104549
3620520,2013,36,20520,New Suffolk Common School District,350,27,0,0,0.07714286
3620580,2013,36,20580,New York City Department Of Education,8405837,1229623,371720,0.30230403,0.14628205
3620610,2013,36,20610,New York Mills Union Free School District,5518,685,85,0.124087594,0.12413918
3620640,2013,36,20640,Newark Central School District,14983,2307,431,0.18682271,0.1539745
3620670,2013,36,20670,Newark Valley Central School District,7664,1307,271,0.20734507,0.17053758
3620700,2013,36,20700,Newburgh City School District,66393,11985,3040,0.2536504,0.18051602
3620730,2013,36,20730,Newcomb Central School District,429,55,6,0.10909091,0.12820514
3620760,2013,36,20760,Newfane Central School District,10486,1827,206,0.112753145,0.1742323
3620790,2013,36,20790,Newfield Central School District,5557,936,189,0.20192307,0.1684362
3620820,2013,36,20820,Niagara Falls City School District,49657,7512,2313,0.30790734,0.15127777
3620850,2013,36,20850,Niagara-Wheatfield Central School District,27279,4331,529,0.122142695,0.15876682
3620880,2013,36,20880,Niskayuna Central School District,23237,4273,256,0.05991107,0.18388776
3620910,2013,36,20910,North Babylon Union Free School District,30181,4952,414,0.083602585,0.16407673
3620940,2013,36,20940,North Bellmore Union Free School District,26327,2217,103,0.04645918,0.08421013
3620970,2013,36,20970,North Collins Central School District,4190,706,110,0.15580736,0.16849642
3600971,2013,36,971,North Colonie Central School District,39884,5937,543,0.09146033,0.14885668
3631410,2013,36,31410,North Greenbush Common School District (Williams),1754,184,19,0.10326087,0.10490308
3621120,2013,36,21120,North Merrick Union Free School District,14185,1306,52,0.039816234,0.09206909
3616980,2013,36,16980,North Rose-Wolcott Central School District,8829,1458,266,0.1824417,0.16513762
3621180,2013,36,21180,North Salem Central School District,7554,1486,172,0.115746975,0.19671696
3626370,2013,36,26370,North Shore Central School District,16486,3156,123,0.038973384,0.19143516
3621210,2013,36,21210,North Syracuse Central School District,59198,10160,1241,0.12214567,0.17162742
3621240,2013,36,21240,North Tonawanda City School District,31243,4254,616,0.1448049,0.1361585
3616960,2013,36,16960,North Warren Central School District,4464,554,133,0.2400722,0.12410394
3630390,2013,36,30390,Northeast Central School District,6740,1204,138,0.114617944,0.17863502
3621250,2013,36,21250,Northeastern Clinton Central School District,8966,1433,224,0.15631542,0.15982601
3621260,2013,36,21260,Northern Adirondack Central School District,6527,930,248,0.26666668,0.14248507
3621270,2013,36,21270,Northport-East Northport Union Free School District,36268,6787,264,0.038897894,0.18713467
3621300,2013,36,21300,Northville Central School District,2931,414,93,0.22463769,0.14124872
3621330,2013,36,21330,Norwich City School District,13110,2136,552,0.25842696,0.16292906
3621360,2013,36,21360,Norwood-Norfolk Central School District,6653,1099,257,0.23384896,0.16518864
3621480,2013,36,21480,Nyack Union Free School District,24222,3489,544,0.1559186,0.14404261
3621510,2013,36,21510,Oakfield-Alabama Central School District,5353,964,132,0.13692947,0.18008593
3621570,2013,36,21570,Oceanside Union Free School District,37189,6179,335,0.054215893,0.16615129
3621630,2013,36,21630,Odessa-Montour Central School District,5727,847,201,0.23730814,0.14789593
3621660,2013,36,21660,Ogdensburg City School District,11576,1729,521,0.30133024,0.14936075
3621720,2013,36,21720,Olean City School District,15557,2437,777,0.31883463,0.15664974
3600013,2013,36,13,Oneida City School District,15374,2527,500,0.19786307,0.16436842
3621780,2013,36,21780,Oneonta City School District,20222,1858,318,0.17115177,0.09188013
3621810,2013,36,21810,Onondaga Central School District,5845,1024,122,0.119140625,0.17519248
3621840,2013,36,21840,Onteora Central School District,15246,1847,202,0.10936654,0.12114653
3601107,2013,36,1107,Oppenheim-Ephratah-St. Johnsville Central School District,5943,946,286,0.30232558,0.15917887
3621900,2013,36,21900,Orchard Park Central School District,33016,5956,306,0.051376764,0.18039738
3621960,2013,36,21960,Oriskany Central School District,4821,751,93,0.123834886,0.15577681
3622020,2013,36,22020,Ossining Union Free School District,34940,5004,926,0.18505196,0.14321694
3622050,2013,36,22050,Oswego City School District,32834,4205,997,0.2370987,0.12806846
3629240,2013,36,29240,Otego-Unadilla Central School District,6760,1036,150,0.14478764,0.15325443
3622170,2013,36,22170,Owego-Apalachin Central School District,14355,2295,338,0.14727668,0.1598746
3622260,2013,36,22260,Oxford Academy and Central School District,5255,829,137,0.16525935,0.15775453
3622290,2013,36,22290,Oyster Bay-East Norwich Central School District,13330,2217,138,0.062246278,0.16631658
3621930,2013,36,21930,Oysterponds Union Free School District,1612,179,13,0.0726257,0.11104219
3622380,2013,36,22380,Palmyra-Macedon Central School District,12895,2078,327,0.15736285,0.16114773
3622410,2013,36,22410,Panama Central School District,3455,612,126,0.20588236,0.17713459
3622440,2013,36,22440,Parishville-Hopkinton Central School District,2907,525,111,0.21142857,0.18059856
3622470,2013,36,22470,Patchogue-Medford Union Free School District,53156,8216,897,0.10917722,0.15456392
3622500,2013,36,22500,Pavilion Central School District,4667,771,150,0.19455253,0.16520248
3622530,2013,36,22530,Pawling Central School District,8994,1634,97,0.059363525,0.18167667
3622560,2013,36,22560,Pearl River Union Free School District,16024,2956,231,0.078146145,0.18447329
3622650,2013,36,22650,Peekskill City School District,24072,3584,828,0.23102678,0.14888668
3622680,2013,36,22680,Pelham Union Free School District,12653,2924,137,0.046853624,0.23109144
3608340,2013,36,8340,Pembroke Central School District,6748,1013,183,0.18065153,0.15011856
3622710,2013,36,22710,Penfield Central School District,30906,5104,335,0.065634795,0.16514593
3622740,2013,36,22740,Penn Yan Central School District,15108,2337,528,0.22593068,0.15468626
3622770,2013,36,22770,Perry Central School District,6124,940,155,0.16489361,0.15349445
3622830,2013,36,22830,Peru Central School District,12911,2188,301,0.13756855,0.1694679
3622890,2013,36,22890,Phelps-Clifton Springs Central School District,11601,1941,217,0.11179804,0.16731316
3622920,2013,36,22920,Phoenix Central School District,12106,2068,392,0.18955512,0.17082438
3623010,2013,36,23010,Pine Bush Central School District,33216,5977,604,0.10105404,0.1799434
3623040,2013,36,23040,Pine Plains Central School District,9018,1263,146,0.115597785,0.14005323
3623070,2013,36,23070,Pine Valley Central School District (South Dayton),4384,972,220,0.22633745,0.22171533
3623130,2013,36,23130,Piseco Common School District,303,45,7,0.15555556,0.14851485
3623160,2013,36,23160,Pittsford Central School District,34063,6444,374,0.058038484,0.18917887
3623190,2013,36,23190,Plainedge Union Free School District,19426,3405,145,0.042584434,0.17528056
3623220,2013,36,23220,Plainview-Old Bethpage Central School District,28941,5211,164,0.031471886,0.18005598
3623280,2013,36,23280,Plattsburgh City School District,19858,1865,403,0.21608579,0.09391681
3623310,2013,36,23310,Pleasantville Union Free School District,8272,1749,70,0.04002287,0.21143617
3623340,2013,36,23340,Pocantico Hills Central School District,4498,509,28,0.055009823,0.11316141
3623370,2013,36,23370,Poland Central School District,4300,706,103,0.14589235,0.16418605
3623430,2013,36,23430,Port Byron Central School District,6354,1101,152,0.13805631,0.17327668
3623460,2013,36,23460,Port Chester-Rye Union Free School District,32573,4829,1130,0.2340029,0.14825162
3623490,2013,36,23490,Port Jefferson Union Free School District,7602,1273,53,0.041633934,0.16745593
3623520,2013,36,23520,Port Jervis City School District,17614,3013,701,0.23265848,0.17105712
3623580,2013,36,23580,Port Washington Union Free School District,31359,5483,331,0.06036841,0.17484614
3623640,2013,36,23640,Portville Central School District,4905,860,122,0.14186047,0.1753313
3623670,2013,36,23670,Potsdam Central School District,14871,1514,272,0.17965654,0.10180889
3623760,2013,36,23760,Poughkeepsie City School District,30845,4541,1641,0.36137414,0.14721997
3623790,2013,36,23790,Prattsburgh Central School District,2830,462,116,0.25108224,0.16325088
3623880,2013,36,23880,Pulaski Central School District,5920,1036,229,0.22104247,0.175
3623970,2013,36,23970,Putnam Central School District,648,100,15,0.15,0.15432099
3624000,2013,36,24000,Putnam Valley Central School District,10721,1909,141,0.07386066,0.17806175
3624030,2013,36,24030,Queensbury Union Free School District,21923,3643,481,0.13203403,0.16617252
3624060,2013,36,24060,Quogue Union Free School District,1085,149,2,0.013422819,0.1373272
3628320,2013,36,28320,Ramapo Central School District (Suffern),29463,5502,465,0.08451472,0.1867427
3624090,2013,36,24090,Randolph Central School District,6487,1428,481,0.33683473,0.22013257
3624120,2013,36,24120,Raquette Lake Union Free School District,113,1,0,0,0.008849558
3624150,2013,36,24150,Ravena-Coeymans-Selkirk Central School District,14163,2178,230,0.10560147,0.15378098
3624210,2013,36,24210,Red Creek Central School District,5466,926,279,0.3012959,0.1694109
3624240,2013,36,24240,Red Hook Central School District,13987,2185,204,0.093363844,0.15621649
3624360,2013,36,24360,Remsen Central School District,3161,469,98,0.20895523,0.14837077
3624420,2013,36,24420,Remsenburg-Speonk Union Free School District,1959,332,6,0.018072288,0.16947421
3624450,2013,36,24450,Rensselaer City School District,9479,1193,363,0.30427495,0.12585716
3624480,2013,36,24480,Rhinebeck Central School District,9714,1273,123,0.096622154,0.13104798
3624570,2013,36,24570,Richfield Springs Central School District,4112,600,146,0.24333334,0.14591439
3624660,2013,36,24660,Ripley Central School District,2028,332,127,0.38253012,0.16370809
3624690,2013,36,24690,Riverhead Central School District,38621,5260,730,0.13878328,0.13619533
3624750,2013,36,24750,Rochester City School District,212002,34746,16583,0.47726357,0.16389468
3624780,2013,36,24780,Rockville Centre Union Free School District,22166,4166,270,0.06481037,0.1879455
3624840,2013,36,24840,Rocky Point Union Free School District,17984,3395,190,0.055964652,0.18877892
3624900,2013,36,24900,Rome City School District,38891,5621,1292,0.22985233,0.14453216
3624930,2013,36,24930,Romulus Central School District,5138,751,133,0.1770972,0.14616582
3624960,2013,36,24960,Rondout Valley Central School District,16726,2365,253,0.10697675,0.14139663
3624990,2013,36,24990,Roosevelt Union Free School District,17790,3116,723,0.23202825,0.17515458
3625020,2013,36,25020,Roscoe Central School District,2051,264,56,0.21212122,0.1287177
3625050,2013,36,25050,Roslyn Union Free School District,17597,3515,195,0.055476528,0.19974996
3600004,2013,36,4,Rotterdam-Mohonasen Central School District,20426,3105,357,0.11497585,0.15201214
3625110,2013,36,25110,Roxbury Central School District,2658,364,110,0.3021978,0.13694507
3625140,2013,36,25140,Royalton-Hartland Central School District,8974,1539,165,0.10721248,0.17149544
3625170,2013,36,25170,Rush-Henrietta Central School District,51963,6125,915,0.14938776,0.117872335
3625260,2013,36,25260,Rye City School District,14981,3663,138,0.037674036,0.24450971
3625290,2013,36,25290,Rye Neck Union Free School District,8838,1744,108,0.061926607,0.19732971
3625350,2013,36,25350,Sachem Central School District,83555,14403,747,0.051864196,0.17237748
3614880,2013,36,14880,Sackets Harbor Central School District,3300,504,139,0.27579364,0.15272728
3625380,2013,36,25380,Sag Harbor Union Free School District,6772,1017,125,0.12291052,0.1501772
3625410,2013,36,25410,Sagaponack Common School District,309,38,1,0.02631579,0.122977346
3627990,2013,36,27990,Saint Regis Falls Central School District,2072,368,107,0.29076087,0.17760618
3625440,2013,36,25440,Salamanca City School District,7572,1281,432,0.33723652,0.16917591
3625470,2013,36,25470,Salem Central School District,4026,607,114,0.1878089,0.15077
3625500,2013,36,25500,Salmon River Central School District,7468,1486,499,0.3358008,0.19898233
3625650,2013,36,25650,Sandy Creek Central School District,5677,930,179,0.19247311,0.16381893
3600009,2013,36,9,Saranac Central School District,12958,1608,175,0.10883085,0.12409323
3625740,2013,36,25740,Saranac Lake Central School District,13520,1521,386,0.2537804,0.1125
3625770,2013,36,25770,Saratoga Springs City School District,49982,7411,587,0.079206586,0.14827338
3625800,2013,36,25800,Saugerties Central School District,20574,3097,368,0.11882467,0.1505298
3600002,2013,36,2,Sauquoit Valley Central School District,6663,1098,138,0.12568305,0.16479063
3625920,2013,36,25920,Sayville Union Free School District,18675,3270,123,0.037614677,0.1751004
3625950,2013,36,25950,Scarsdale Union Free School District,18301,4962,138,0.027811367,0.27113274
3625980,2013,36,25980,Schalmont Central School District,13925,2119,200,0.09438414,0.15217236
3626010,2013,36,26010,Schenectady City School District,66394,10760,4383,0.40734202,0.16206284
3603060,2013,36,3060,Schenevus Central School District,2478,357,49,0.13725491,0.1440678
3626070,2013,36,26070,Schodack Central School District,6415,1111,89,0.08010801,0.17318784
3626100,2013,36,26100,Schoharie Central School District,6542,935,132,0.14117648,0.14292265
3626130,2013,36,26130,Schroon Lake Central School District,1865,229,52,0.22707424,0.122788206
3626160,2013,36,26160,Schuylerville Central School District,10055,1860,148,0.07956989,0.1849826
3626190,2013,36,26190,Scio Central School District,2290,411,88,0.21411192,0.17947598
3626310,2013,36,26310,Scotia-Glenville Central School District,18746,2862,308,0.10761705,0.15267257
3626400,2013,36,26400,Seaford Union Free School District,16393,2840,110,0.038732395,0.17324468
3626430,2013,36,26430,Seneca Falls Central School District,9881,1432,218,0.15223464,0.1449246
3626520,2013,36,26520,Sewanhaka Central High School District,119093,9905,790,0.0797577,0.083170295
3626580,2013,36,26580,Sharon Springs Central School District,2048,328,129,0.3932927,0.16015625
3626640,2013,36,26640,Shelter Island Union Free School District,2400,302,5,0.01655629,0.12583333
3626670,2013,36,26670,Shenendehowa Central School District,63630,10782,536,0.049712483,0.16944838
3626700,2013,36,26700,Sherburne-Earlville Central School District,8442,1382,266,0.19247468,0.16370529
3626730,2013,36,26730,Sherman Central School District,2802,622,205,0.329582,0.2219843
3626760,2013,36,26760,Sherrill City School District,12481,2147,342,0.15929204,0.17202148
3626840,2013,36,26840,Shoreham-Wading River Central School District,12933,2627,60,0.022839742,0.2031238
3626850,2013,36,26850,Sidney Central School District,7484,1099,258,0.23475887,0.1468466
3626880,2013,36,26880,Silver Creek Central School District,6095,980,313,0.31938776,0.16078754
3626940,2013,36,26940,Skaneateles Central School District,8957,1673,152,0.09085475,0.18678129
3627060,2013,36,27060,Smithtown Central School District,57387,11308,459,0.040590733,0.19704811
3627120,2013,36,27120,Sodus Central School District,7580,1174,242,0.20613287,0.15488127
3627150,2013,36,27150,Solvay Union Free School District,10010,1432,307,0.21438548,0.14305694
3627180,2013,36,27180,Somers Central School District,19948,3905,101,0.025864277,0.19575897
3627210,2013,36,27210,South Colonie Central School District,39633,5506,467,0.08481656,0.13892463
3600008,2013,36,8,South Country Central School District,29986,4864,799,0.16426809,0.16220903
3627240,2013,36,27240,South Glens Falls Central School District,19952,3266,367,0.11236987,0.16369286
3627300,2013,36,27300,South Huntington Union Free School District,38815,6295,655,0.10405084,0.16217957
3602340,2013,36,2340,South Jefferson Central School District,11553,2020,284,0.14059407,0.17484637
3627330,2013,36,27330,South Kortright Central School District,2767,394,65,0.16497461,0.14239249
3627360,2013,36,27360,South Lewis Central School District,6819,1124,268,0.23843417,0.16483356
3627450,2013,36,27450,South Orangetown Central School District,21817,3713,257,0.069216266,0.17018838
3622140,2013,36,22140,South Seneca Central School District,7181,1069,255,0.2385407,0.14886506
3627540,2013,36,27540,Southampton Union Free School District,10136,1384,126,0.09104046,0.13654302
3627570,2013,36,27570,Southern Cayuga Central School District,6557,939,132,0.14057508,0.14320573
3627620,2013,36,27620,Southold Union Free School District,6359,925,48,0.051891893,0.14546312
3627660,2013,36,27660,Southwestern Central School District at Jamestown,9483,1420,222,0.15633802,0.14974165
3606500,2013,36,6500,Spackenkill Union Free School District,8771,1528,126,0.08246073,0.17421046
3627750,2013,36,27750,Spencer-Van Etten Central School District,6028,1086,197,0.18139963,0.18015926
3627780,2013,36,27780,Spencerport Central School District,23836,4213,471,0.11179682,0.17674945
3627900,2013,36,27900,Springs Union Free School District,6620,953,138,0.14480588,0.1439577
3612990,2013,36,12990,Springville-Griffith Institute Central School,13422,2222,306,0.13771378,0.1655491
3628020,2013,36,28020,Stamford Central School District,2637,351,116,0.33048433,0.1331058
3628050,2013,36,28050,Starpoint Central School District,17657,2963,184,0.062099222,0.1678088
3628110,2013,36,28110,Stillwater Central School District,7608,1224,171,0.13970588,0.16088328
3628140,2013,36,28140,Stockbridge Valley Central School District,2845,524,81,0.15458015,0.18418278
3600023,2013,36,23,Sullivan West Central School District,10453,1472,346,0.23505434,0.14082082
3628380,2013,36,28380,Susquehanna Valley Central School District,10787,1855,434,0.23396227,0.17196625
3628500,2013,36,28500,Sweet Home Central School District,36442,3825,666,0.17411764,0.104961306
3628560,2013,36,28560,Syosset Central School District,34523,6927,264,0.038111735,0.20064884
3628590,2013,36,28590,Syracuse City School District,145616,22143,9350,0.42225534,0.15206434
3628620,2013,36,28620,Taconic Hills Central School District,12112,1766,346,0.19592299,0.1458058
3607650,2013,36,7650,Thousand Islands Central School District,8156,1137,189,0.16622691,0.13940658
3628200,2013,36,28200,Three Village Central School District,48631,7601,224,0.029469807,0.15629949
3628680,2013,36,28680,Ticonderoga Central School District,5606,797,226,0.28356338,0.1421691
3628710,2013,36,28710,Tioga Central School District,5541,1047,166,0.15854824,0.18895507
3628740,2013,36,28740,Tonawanda City School District,15143,2073,342,0.1649783,0.13689494
3628800,2013,36,28800,Town of Webb Union Free School District,2217,259,31,0.11969112,0.11682454
3628890,2013,36,28890,Tri-Valley Central School District,6337,1114,180,0.16157989,0.17579296
3628950,2013,36,28950,Troy City School District,41007,4891,1946,0.39787364,0.11927232
3628980,2013,36,28980,Trumansburg Central School District,7389,1171,209,0.17847992,0.15847883
3629070,2013,36,29070,Tuckahoe Common School District,3364,472,76,0.16101696,0.14030915
3629040,2013,36,29040,Tuckahoe Union Free School District,7591,1201,108,0.089925066,0.15821368
3629130,2013,36,29130,Tully Central School District,5977,1165,108,0.092703864,0.19491383
3629160,2013,36,29160,Tupper Lake Central School District,6294,875,139,0.15885714,0.13902129
3629190,2013,36,29190,Tuxedo Union Free School District,2700,403,27,0.06699752,0.14925925
3600019,2013,36,19,Unadilla Valley Central School District,5510,865,179,0.20693642,0.1569873
3628650,2013,36,28650,Union Free School District of the Tarrytowns,19925,3037,468,0.15409943,0.15242158
3629250,2013,36,29250,Union Springs Central School District,6197,1033,115,0.11132623,0.16669357
3610710,2013,36,10710,Union-Endicott Central School District,31220,4600,890,0.19347826,0.14734145
3629280,2013,36,29280,Uniondale Union Free School District,42426,6399,1084,0.16940147,0.15082732
3629370,2013,36,29370,Utica City School District,61892,10258,4282,0.4174303,0.16574033
3629400,2013,36,29400,Valhalla Union Free School District,9803,1676,97,0.057875894,0.17096807
3619680,2013,36,19680,Valley Central School District (Montgomery),27090,5133,552,0.10753945,0.18947951
3629520,2013,36,29520,Valley Stream Central High School District,60368,5029,439,0.0872937,0.083305724
3629430,2013,36,29430,Valley Stream Union Free School District 13,28538,2274,174,0.07651715,0.07968323
3629460,2013,36,29460,Valley Stream Union Free School District 24,13995,1165,243,0.2085837,0.08324402
3629490,2013,36,29490,Valley Stream Union Free School District 30,17835,1545,224,0.14498381,0.08662742
3622200,2013,36,22200,Van Hornesville-Owen D. Young Central School District,1624,292,66,0.2260274,0.17980295
