,STATE,Abbe,ENROLL,NAME,YRDATA,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,TCURINST,TCURSSVC,TCURONON,TCAPOUT,,Alabama,AL
52808,Montana,MT,26,VALLEY VIEW ELEM DIST 35,2013,266,78,124,64,253,180,72,1,0,,,
52809,Montana,MT,338,ARLEE ELEM SCH DIST JT & 8,2013,4300,1538,1864,898,3789,2400,1014,208,77,,,
52810,Montana,MT,129,ARLEE H S DIST JT & 8,2013,2280,726,1052,502,1972,1408,483,7,32,,,
52811,Montana,MT,1183,POLSON ELEM SCH DIST 23,2013,11750,1797,5278,4675,11793,7971,3374,91,357,,,
52812,Montana,MT,504,POLSON H S DIST 23,2013,6170,724,2362,3084,6347,3590,1456,763,459,,,
52813,Montana,MT,190,CHARLO ELEM SCH DIST 7-J,2013,2374,636,1256,482,2288,1453,574,108,68,,,
52814,Montana,MT,85,CHARLO H S DIST 7-J,2013,1231,30,835,366,1209,669,473,0,60,,,
52815,Montana,MT,466,ST IGNATIUS K-12 SCHOOL DIST,2013,6489,1831,3191,1467,6473,3975,2036,301,28,,,
52816,Montana,MT,1056,RONAN ELEM SCH DIST 30,2013,12089,3981,6178,1930,10895,6358,3868,28,563,,,
52817,Montana,MT,321,RONAN H S DIST 30,2013,5093,1493,2122,1478,5184,2218,1546,825,561,,,
52818,Montana,MT,3,SWAN LAKE-SALMON PRAIRIE EL 73,2013,80,17,22,41,82,52,28,0,2,,,
52819,Montana,MT,10,AUCHARD CREEK ELEM DIST 27,2013,134,24,92,18,139,114,16,9,0,,,
52820,Montana,MT,20,TRINITY ELEM DIST 4,2013,542,45,132,365,685,344,139,0,0,,,
52821,Montana,MT,1162,EAST HELENA ELEM DIST 9,2013,9969,795,5788,3386,9349,6033,2711,495,33,,,
52822,Montana,MT,16,WOLF CREEK ELEM DIST 13,2013,180,36,55,89,175,101,32,17,24,,,
52823,Montana,MT,0,PRICKLY PEAR SPECIAL ED. COOP.,2013,1497,932,401,164,1432,65,1249,0,0,,,
52824,Montana,MT,52,AUGUSTA ELEM SCH DIST 45,2013,705,62,314,329,692,477,193,2,16,,,
52825,Montana,MT,28,AUGUSTA HIGH SCH DIST 45,2013,890,52,403,435,885,515,237,113,18,,,
52826,Montana,MT,5093,HELENA ELEM SCH DIST 1,2013,52717,6074,26783,19860,53767,28142,19109,3130,3157,,,
52827,Montana,MT,2985,HELENA H S DIST 1,2013,29890,556,15624,13710,29899,19103,8686,584,1243,,,
52828,Montana,MT,135,LINCOLN K-12 SCHOOL DISTRICT,2013,1984,293,1011,680,1979,1257,580,91,15,,,
52829,Montana,MT,0,WHITLASH ELEMENTARY DISTRICT #27,2013,33,2,29,2,23,6,17,0,0,,,
52830,Montana,MT,73,CHESTER-JOPLIN-INVERNESS HS,2013,1626,48,861,717,1719,818,572,124,204,,,
52831,Montana,MT,167,CHESTER-JOPLIN-INVERNESS EL,2013,1679,131,830,718,1625,974,527,16,80,,,
52832,Montana,MT,18,LIBERTY ELEM SCH DISTRICT 10,2013,152,20,117,15,154,119,31,0,0,,,
52833,Montana,MT,29,MCCORMICK ELEM DIST 15,2013,244,35,114,95,241,138,97,0,6,,,
52834,Montana,MT,76,FORTINE ELEM DIST 14,2013,765,64,393,308,709,370,250,88,0,,,
52835,Montana,MT,467,EUREKA ELEM DIST 13,2013,5523,957,2366,2200,5164,2577,2097,308,151,,,
52836,Montana,MT,306,LINCOLN CO HIGH SCH DIST,2013,3360,33,1944,1383,3024,1560,959,0,116,,,
52837,Montana,MT,30,TREGO ELEM DIST 53,2013,350,63,135,152,353,193,125,34,1,,,
52838,Montana,MT,5,YAAK ELEM DIST 24,2013,156,30,40,86,151,112,37,0,0,,,
52839,Montana,MT,1138,LIBBY K-12 SCHOOL DISTRICT,2013,12987,2068,6660,4259,13024,7820,4048,525,590,,,
52840,Montana,MT,259,TROY PUBLIC SCH DIST 1,2013,3078,575,1314,1189,2924,1730,898,238,58,,,
52841,Montana,MT,136,TROY H S DIST 1,2013,2355,88,1051,1216,2185,1259,804,70,52,,,
52842,Montana,MT,25,VIDA ELEM DIST 134,2013,285,34,111,140,332,188,89,1,45,,,
52843,Montana,MT,147,CIRCLE ELEM SCH DIST 1,2013,1633,87,739,807,1511,855,482,7,12,,,
52844,Montana,MT,74,CIRCLE H S DIST 1,2013,1498,53,679,766,1496,701,466,115,12,,,
52845,Montana,MT,13,ALDER-UPPER RUBY ELEM DIST 2,2013,227,27,104,96,226,128,72,20,0,,,
52846,Montana,MT,323,ENNIS K-12 SCHOOL DISTRICT,2013,4245,158,1547,2540,5279,2562,1699,670,336,,,
52847,Montana,MT,94,HARRISON K-12 SCHOOL DISTRICT,2013,1767,80,865,822,1633,1039,473,96,8,,,
52848,Montana,MT,107,SHERIDAN ELEM SCH DIST 5,2013,1485,178,645,662,1274,766,386,67,21,,,
52849,Montana,MT,75,SHERIDAN H S DIST 5,2013,2401,15,581,1805,2396,1732,392,38,188,,,
52850,Montana,MT,243,TWIN BRIDGES K-12 SCH DISTRICT,2013,3563,112,1610,1841,4161,1766,982,143,30,,,
52851,Montana,MT,0,LENNEP ELEM DIST 4,2013,2,0,1,1,9,0,9,0,0,,,
52852,Montana,MT,165,WHITE SULPHUR SPGS ELEM DT 8,2013,1810,197,746,867,1703,923,648,123,2,,,
52853,Montana,MT,61,WHITE SULPHUR SPGS H S DIST 8,2013,1668,26,896,746,1600,758,472,8,359,,,
52854,Montana,MT,148,ALBERTON K-12 SCHOOL DISTRICT,2013,2594,371,1104,1119,2562,1616,759,101,63,,,
52855,Montana,MT,172,ST REGIS K-12 SCHOOL DISTRICT,2013,2763,318,1183,1262,2679,1520,879,173,103,,,
52856,Montana,MT,292,SUPERIOR K-12 SCHOOL DISTRICT,2013,4078,220,2042,1816,4051,2189,1398,182,202,,,
52857,Montana,MT,347,BONNER ELEM DIST 14,2013,3417,303,1918,1196,3501,2037,1170,224,15,,,
52858,Montana,MT,207,CLINTON ELEM DIST 32,2013,2335,199,1180,956,2192,1132,832,137,51,,,
52859,Montana,MT,123,DESMET ELEM DIST 20,2013,1869,147,776,946,1654,851,626,112,9,,,
52860,Montana,MT,1351,HELLGATE ELEMENTARY SCH DIST 4,2013,12877,943,6026,5908,12182,6738,4349,546,102,,,
52861,Montana,MT,632,LOLO ELEM DIST 7,2013,5970,416,3398,2156,5813,3434,1781,353,124,,,
52862,Montana,MT,3542,MISSOULA CO HIGH SCH DIST,2013,45706,3121,21869,20716,43919,25326,15840,1996,368,,,
52863,Montana,MT,101,POTOMAC ELEM DIST 11,2013,1067,76,512,479,1026,536,408,64,0,,,
52864,Montana,MT,197,SEELEY LAKE ELEM DIST 34,2013,2277,143,847,1287,2046,1246,641,100,11,,,
52865,Montana,MT,5092,MISSOULA ELEM DIST 1,2013,49170,4914,22161,22095,48168,28012,17125,2613,262,,,
52866,Montana,MT,3,SUNSET ELEM DIST 30,2013,87,20,17,50,101,56,39,0,6,,,
52867,Montana,MT,30,SWANN VALLEY ELEM DIST 33,2013,554,35,167,352,547,276,254,1,12,,,
52868,Montana,MT,493,TARGET RANGE ELEM DIST 23,2013,4413,320,2490,1603,4537,2780,1460,198,96,,,
52869,Montana,MT,50,WOODMAN ELEM DIST 18,2013,540,31,315,194,511,323,179,0,0,,,
52870,Montana,MT,1177,FRENCHTOWN K-12 SCHOOL DISTRICT,2013,12642,785,6879,4978,11708,5885,4134,673,127,,,
52871,Montana,MT,0,MISSOULA AREA SPECIAL EDUC COOP,2013,2056,899,456,701,2144,60,1465,0,0,,,
52872,Montana,MT,433,ROUNDUP ELEM SCH DIST 55,2013,3981,524,1999,1458,4038,2200,1110,305,25,,,
52873,Montana,MT,182,ROUNDUP H S DIST 55H,2013,2499,25,1191,1283,2353,1313,821,19,14,,,
52874,Montana,MT,58,MELSTONE ELEM SCH DIST 64J,2013,919,150,590,179,870,467,272,55,75,,,
52875,Montana,MT,28,MELSTONE H S DIST 64-H,2013,849,26,561,262,822,466,259,21,75,,,
52876,Montana,MT,4,COOKE CITY ELEM DIST 9,2013,82,19,29,34,76,45,30,0,0,,,
52877,Montana,MT,58,ARROWHEAD ELEM DIST 75,2013,1025,139,416,470,1081,489,445,45,102,,,
52878,Montana,MT,22,PINE CREEK ELEM DIST 19,2013,427,40,220,167,410,270,140,0,0,,,
52879,Montana,MT,6,SPRINGDALE ELEM DIST 63-56,2013,114,12,39,63,109,65,42,0,0,,,
52880,Montana,MT,142,GARDINER ELEM SCH DIST 7,2013,1828,462,709,657,1611,893,588,124,6,,,
52881,Montana,MT,84,GARDINER H S DIST 4,2013,1673,501,693,479,1406,763,592,0,51,,,
52882,Montana,MT,920,LIVINGSTON ELEM SCH DIST 4,2013,8174,501,4659,3014,8374,5219,2565,11,564,,,
52883,Montana,MT,494,PARK CO H S DIST 1,2013,7727,867,2871,3989,9845,3396,2154,589,2964,,,
52884,Montana,MT,121,SHIELDS VALLEY ELEM SCH DIST,2013,1703,115,677,911,1625,816,614,103,80,,,
52885,Montana,MT,77,SHIELDS VALLEY HIGH SCH DIST,2013,1405,13,624,768,1297,744,487,22,27,,,
52886,Montana,MT,0,PARK COUNTY SPEC EDUC COOP,2013,747,476,233,38,750,13,700,0,7,,,
52887,Montana,MT,89,WINNETT K-12 SCHOOL DISTRICT,2013,1473,151,812,510,1383,651,580,134,0,,,
52888,Montana,MT,75,DODSON PUBLIC SCHOOLS,2013,1428,167,720,541,1495,769,626,91,8,,,
52889,Montana,MT,35,SACO ELEMENTARY SCHOOL DIST 12A,2013,584,79,403,102,859,403,348,63,44,,,
52890,Montana,MT,17,SACO H S DIST NO B,2013,599,33,449,117,785,475,234,32,44,,,
52891,Montana,MT,490,MALTA K-12 SCHOOL DISTRICT,2013,7164,509,3332,3323,6731,3988,2163,302,192,,,
52892,Montana,MT,43,WHITEWATER K-12 SCHOOL DISTRICT,2013,1464,67,692,705,1538,723,636,69,108,,,
52893,Montana,MT,10,DUPUYER ELEM DIST 2,2013,149,21,72,56,157,74,80,1,0,,,
52894,Montana,MT,12,MIAMI ELEM DIST 31,2013,126,43,62,21,112,92,19,0,0,,,
52895,Montana,MT,390,CONRAD ELEM SCH DIST 10,2013,4187,351,2298,1538,4349,2155,1597,225,287,,,
52896,Montana,MT,181,CONRAD H S DIST 10,2013,2757,11,1405,1341,2888,1378,965,26,339,,,
52897,Montana,MT,118,VALIER ELEM SCH DIST 18,2013,1465,193,641,631,1288,736,435,97,9,,,
52898,Montana,MT,58,VALIER H S DIST 18,2013,1188,47,548,593,1072,613,405,34,17,,,
52899,Montana,MT,0,BIG SKY SPEC ED COOP,2013,1578,1006,415,157,1559,77,1275,0,47,,,
52900,Montana,MT,177,HEART BUTTE K-12 SCHOOL DISTRICT,2013,3828,2096,1336,396,3068,1448,1428,192,0,,,
52901,Montana,MT,3,BIDDLE ELEM DIST 6,2013,104,36,41,27,124,79,44,0,0,,,
52902,Montana,MT,5,SOUTH STACEY ELEM DIST 90,2013,68,18,36,14,70,55,14,0,0,,,
52903,Montana,MT,143,BROADUS ELEM SCH DIST 79J,2013,1867,111,982,774,1786,946,681,129,27,,,
52904,Montana,MT,109,BROADUS H S DIST 79J,2013,1998,22,1071,905,1984,922,1036,1,13,,,
52905,Montana,MT,0,TRI-CNTY SPECIAL EDUC COOP,2013,158,95,48,15,158,116,42,0,0,,,
52906,Montana,MT,14,AVON ELEM DIST 29,2013,203,41,107,55,207,137,62,0,3,,,
52907,Montana,MT,426,DEER LODGE ELEM DIST 1,2013,5251,365,2505,2381,5116,3010,1901,198,0,,,
52908,Montana,MT,14,ELLISTON ELEM DIST 27,2013,214,34,93,87,211,131,47,21,8,,,
52909,Montana,MT,14,GARRISON ELEM DIST 20,2013,204,7,104,93,192,125,45,0,17,,,
52910,Montana,MT,3,GOLD CREEK ELEM DIST 33,2013,112,31,26,55,113,81,30,0,0,,,
52911,Montana,MT,16,HELMVILLE ELEM DIST 15,2013,255,37,101,117,296,169,71,0,43,,,
52912,Montana,MT,13,OVANDO ELEM DIST 11,2013,175,19,65,91,185,119,63,0,0,,,
52913,Montana,MT,235,POWELL CO HIGH SCH DIST,2013,3521,105,1869,1547,3451,2097,1101,27,23,,,
52914,Montana,MT,0,GREAT DIVIDE EDUC SERVS COOP,2013,2169,1132,446,591,2053,540,720,0,21,,,
52915,Montana,MT,139,TERRY K-12 SCHOOL DISTRICT,2013,2103,186,997,920,1973,1225,629,117,0,,,
52916,Montana,MT,281,LONE ROCK ELEM DIST 13,2013,3195,556,1460,1179,3821,1901,764,172,906,,,
52917,Montana,MT,1293,CORVALLIS K-12 SCHOOL DISTRICT,2013,12144,1316,7215,3613,11959,7319,3325,469,836,,,
52918,Montana,MT,320,DARBY K-12 SCHOOL DISTRICT,2013,4274,473,1818,1983,4415,2641,1346,265,153,,,
52919,Montana,MT,833,FLORENCE-CARLTON K-12 SCHOOL DIST,2013,7266,188,4292,2786,7248,5023,1790,251,101,,,
52920,Montana,MT,1592,HAMILTON K-12 SCHOOL DISTRICT,2013,16542,1114,8398,7030,15627,8455,4516,622,1724,,,
52921,Montana,MT,560,STEVENSVILLE ELEM SCH DIST 2,2013,5603,320,2796,2487,4920,2944,1587,284,37,,,
52922,Montana,MT,362,STEVENSVILLE H S DIST 2,2013,4036,223,2048,1765,3836,2522,1209,47,8,,,
52923,Montana,MT,336,VICTOR K-12 SCHOOL DISTRICT,2013,3550,361,1852,1337,3395,1886,1174,166,11,,,
52924,Montana,MT,0,BITTERROOT VALLEY SPEC ED COOP,2013,3421,1199,1376,846,3292,101,2307,0,0,,,
52925,Montana,MT,10,BRORSON ELEM DIST 11,2013,222,1,151,70,547,142,113,0,288,,,
52926,Montana,MT,77,RAU ELEM DIST 21,2013,1013,25,812,176,1030,323,262,58,356,,,
52927,Montana,MT,172,FAIRVIEW ELEM SCH DIST 13,2013,2921,197,2167,557,2722,1150,777,126,666,,,
52928,Montana,MT,96,FAIRVIEW H S DIST 3,2013,2453,18,1775,660,1940,1127,647,42,67,,,
52929,Montana,MT,79,LAMBERT ELEM SCH DIST 86,2013,1183,42,946,195,1793,653,611,74,454,,,
52930,Montana,MT,39,LAMBERT H S DIST 4,2013,1268,19,993,256,1841,720,619,47,454,,,
52931,Montana,MT,84,SAVAGE ELEM SCH DIST 7 J,2013,758,48,407,303,1280,491,231,80,423,,,
52932,Montana,MT,33,SAVAGE H S DIST 2,2013,1251,19,918,314,1472,622,331,31,375,,,
52933,Montana,MT,883,SIDNEY ELEM SCH DIST 5,2013,7916,473,5220,2223,9069,4988,2960,16,1105,,,
52934,Montana,MT,402,SIDNEY H S DIST 1,2013,7750,168,5610,1972,7596,3681,2082,463,140,,,
52935,Montana,MT,139,FRONTIER ELEM DIST 3,2013,1540,313,651,576,1226,674,439,90,23,,,
52936,Montana,MT,155,BAINVILLE K-12 SCHOOL DISTRICT,2013,3336,124,2409,803,3047,1438,1044,156,407,,,
52937,Montana,MT,99,BROCTON ELEM SCH DIST 55,2013,1970,1251,530,189,1888,1492,344,45,7,,,
52938,Montana,MT,18,BROCKTON H S DIST 55F,2013,821,266,377,178,983,603,265,103,12,,,
52939,Montana,MT,189,CULBERTSON ELEM & H S DIST 17J/C,2013,4204,398,1540,2266,3764,1335,2232,78,104,,,
52940,Montana,MT,81,CULBERTSON H S DIST 17C,2013,1755,212,739,804,1585,838,580,156,10,,,
52941,Montana,MT,61,FROID ELEM SCH DIST 65,2013,770,54,443,273,840,401,275,25,86,,,
52942,Montana,MT,26,FROID H S DIST 65E,2013,878,66,357,455,803,473,247,48,33,,,
52943,Montana,MT,599,POPLAR ELEM SCH DIST 9,2013,9552,4855,3310,1387,8764,5022,3322,222,168,,,
52944,Montana,MT,220,POPLAR H S DIST 9B,2013,4263,1997,1564,702,3428,1723,1197,453,33,,,
52945,Montana,MT,637,WOLF POINT ELEM DIST 45,2013,7965,3763,3286,916,7520,4447,2765,79,229,,,
52946,Montana,MT,204,WOLF POINT H S DIST 45A,2013,3291,635,1574,1082,3296,1760,1118,368,41,,,
52947,Montana,MT,0,ROOSEVELT-VALLEY SPEC ED COOP,2013,338,234,76,28,346,0,332,0,0,,,
52948,Montana,MT,68,ASHLAND ELEM DIST 32J,2013,1859,1058,527,274,1568,1037,443,48,39,,,
52949,Montana,MT,8,BIRNEY ELEM DIST 3,2013,102,0,44,58,76,59,15,0,0,,,
52950,Montana,MT,122,LAME DEER HIGH SCHOOL DISTRICT,2013,3799,2389,1101,309,3168,2026,1129,5,7,,,
52951,Montana,MT,416,LAME DEER ELEM DIST 6,2013,8137,4799,2649,689,8564,3707,2920,478,1457,,,
52952,Montana,MT,392,COLSTRIP PUBLIC SCHOOL DIST 19,2013,6946,691,2655,3600,6487,3332,2450,395,310,,,
52953,Montana,MT,211,COLSTRIP H S DIST 19,2013,4416,94,1648,2674,4437,2262,1754,165,256,,,
52954,Montana,MT,242,FORSYTH ELEM SCH DIST 4,2013,2991,176,1355,1460,2683,1453,956,141,93,,,
52955,Montana,MT,121,FORSYTH H S DIST 4,2013,2105,48,1127,930,2165,1068,692,28,108,,,
52956,Montana,MT,96,ROSEBUD K-12 SCHOOL DISTRICT,2013,1777,108,682,987,1616,769,592,66,12,,,
52957,Montana,MT,51,DIXON ELEM DIST 9,2013,1328,574,524,230,1164,534,490,105,0,,,
52958,Montana,MT,7,PARADISE ELEM DIST 8,2013,282,21,119,142,235,110,105,14,0,,,
52959,Montana,MT,47,TROUT CREEK ELEM DIST 6,2013,1156,212,509,435,1163,399,646,83,17,,,
52960,Montana,MT,190,HOT SPRINGS PUBLIC SCHOOLS,2013,2708,388,1492,828,2642,1607,874,113,20,,,
52961,Montana,MT,115,NOXON ELEM SCH DIST 10,2013,1636,240,783,613,1603,744,542,240,51,,,
52962,Montana,MT,72,NOXON H S DIST 10,2013,1365,10,587,768,1378,611,673,46,33,,,
52963,Montana,MT,290,PLAINS ELEM SCH DIST 1,2013,2725,309,1681,735,2668,1607,815,206,7,,,
52964,Montana,MT,149,PLAINS H S DIST 1,2013,2008,257,1046,705,1951,1189,721,22,19,,,
52965,Montana,MT,288,THOMPSON FALLS ELEM SCH DIST 2,2013,3918,517,1720,1681,3844,2202,1304,248,43,,,
52966,Montana,MT,180,THOMPSON FALLS H S DIST 2,2013,2502,80,1192,1230,2456,1486,842,14,79,,,
52967,Montana,MT,0,SANDERS CO SPEC ED COOP,2013,520,275,147,98,503,142,344,0,0,,,
52968,Montana,MT,121,MEDICINE LAKE K-12 SCHOOL DISTRICT,2013,2880,196,1602,1082,2462,1168,622,152,189,,,
52969,Montana,MT,368,PLENTYWOOD K-12 SCHOOL DISTRICT,2013,4816,169,2370,2277,4791,2898,1515,265,13,,,
52970,Montana,MT,65,WESTBY K-12 SCHOOL DISTRICT,2013,2084,36,1557,491,1944,1037,588,87,8,,,
52971,Montana,MT,0,DANIELS/SHERIDAN SPEC ED COOP,2013,569,190,120,259,506,0,316,0,0,,,
52972,Montana,MT,125,RAMSAY ELEM DIST 3,2013,1775,90,709,976,1468,683,647,72,66,,,
52973,Montana,MT,4,DIVIDE ELEM DIST 4,2013,87,12,37,38,87,17,70,0,0,,,
52974,Montana,MT,4,MELROSE ELEM DIST 5,2013,122,1,59,62,124,44,79,0,0,,,
52975,Montana,MT,3000,BUTTE ELEM SCH DIST 1,2013,27614,2982,15014,9618,26827,14614,10234,1481,407,,,
52976,Montana,MT,1288,BUTTE H S DIST 1,2013,14898,1542,6845,6511,15239,8688,5313,61,1138,,,
52977,Montana,MT,10,FISHTAIL ELEM DIST 13,2013,167,26,71,70,151,74,62,11,2,,,
52978,Montana,MT,10,MOLT ELEM DIST 12-12,2013,91,33,35,23,87,61,24,2,0,,,
52979,Montana,MT,8,NYE ELEM DIST 31,2013,100,25,33,42,110,59,44,0,6,,,
52980,Montana,MT,163,ABSAROKEE ELEM SCH DIST 52-C,2013,1952,83,773,1096,1877,1054,602,125,75,,,
52981,Montana,MT,87,ABSAROKEE H S DIST 52,2013,1745,23,678,1044,1710,1097,498,60,52,,,
52982,Montana,MT,439,COLUMBUS ELEM SCH DIST 6,2013,4029,174,1753,2102,4077,2125,1278,233,405,,,
52983,Montana,MT,217,COLUMBUS H S DIST 6,2013,2892,32,1201,1659,2747,1662,774,11,267,,,
52984,Montana,MT,265,PARK CITY ELEM SCH DIST 5,2013,2011,134,1244,633,2002,1215,632,150,5,,,
52985,Montana,MT,97,PARK CITY H S DIST 5,2013,1125,4,722,399,1074,604,465,5,0,,,
52986,Montana,MT,36,RAPELJE ELEM SCH DIST 32,2013,606,55,215,336,555,278,233,39,4,,,
52987,Montana,MT,23,RAPELJE H S DIST 32,2013,731,16,288,427,658,337,300,19,2,,,
52988,Montana,MT,52,REED POINT ELEM SCH DIST 9-9,2013,707,52,284,371,698,354,290,48,0,,,
52989,Montana,MT,28,REEDPOINT H S DIST 99,2013,742,18,419,305,627,402,213,11,0,,,
52990,Montana,MT,0,STILLWATER/SWEETGRASS CO SPECIAL ED COOP,2013,817,486,236,95,772,45,604,0,17,,,
52991,Montana,MT,333,BIG TIMBER ELEM DIST 1,2013,3150,118,1306,1726,3056,2252,611,91,97,,,
52992,Montana,MT,9,GREYCLIFFE ELEM DIST 16,2013,128,22,62,44,128,97,28,0,0,,,
52993,Montana,MT,10,MCLEOD ELEM DIST 29,2013,130,19,50,61,118,90,26,0,0,,,
52994,Montana,MT,14,MELVILLE ELEM DIST 5,2013,203,20,84,99,201,152,45,0,0,,,
52995,Montana,MT,179,SWEET GRASS CO HIGH SCH DIST,2013,3299,98,1317,1884,3312,1480,1177,216,427,,,
52996,Montana,MT,26,BYNUM ELEM DIST 12,2013,242,23,141,78,245,182,48,0,12,,,
52997,Montana,MT,39,GOLDEN RIDGE ELEM DIST 45,2013,270,12,189,69,279,194,71,12,0,,,
52998,Montana,MT,64,GREENFIELD ELEM DIST 75,2013,597,28,332,237,592,262,272,53,0,,,
52999,Montana,MT,38,PENDROY ELM DIST 61,2013,293,83,172,38,297,209,43,41,0,,,
53000,Montana,MT,229,CHOTEAU ELEM SCH DIST 1,2013,2925,201,1670,1054,2879,1497,869,166,313,,,
53001,Montana,MT,155,CHOTEAU HIGH SCHOOL DIST 1,2013,2073,22,1123,928,1888,1191,683,0,0,,,
53002,Montana,MT,166,DUTTON/BRADY K-12 SCHOOL DISTRICT,2013,2512,277,930,1305,2402,1446,740,119,68,,,
53003,Montana,MT,188,FAIRFIELD ELEM SCH DIST 21,2013,1899,104,978,817,1845,1155,562,28,58,,,
53004,Montana,MT,109,FAIRFIELD H S DIST 21,2013,2202,78,916,1208,2071,1204,480,198,146,,,
53005,Montana,MT,77,POWER ELEM SCH DIST 30,2013,944,60,467,417,929,478,375,74,1,,,
53006,Montana,MT,54,POWER H S DIST 30,2013,964,19,521,424,913,587,299,25,1,,,
53007,Montana,MT,5,GALATA ELEM DIST 21,2013,113,1,63,49,114,54,59,0,0,,,
53008,Montana,MT,316,SHELBY ELEM SCH DIST 14,2013,4043,217,1766,2060,3787,2062,1241,81,155,,,
53009,Montana,MT,145,SHELBY HIGH SCHOOL DISTRICT #14,2013,2551,128,1069,1354,2494,1342,756,242,91,,,
53010,Montana,MT,229,SUNBURST K-12 DISTRICT,2013,3022,113,1953,956,3497,1973,1104,105,303,,,
53011,Montana,MT,93,HYSHAM K-12 SCHOOL DISTRICT,2013,1570,52,665,853,1546,861,595,87,0,,,
53012,Montana,MT,39,LUSTRE ELEM DIST 23,2013,425,27,217,181,535,274,177,43,41,,,
53013,Montana,MT,106,FRAZER ELEM SCH DIST 2,2013,2097,1000,611,486,1905,1000,643,166,81,,,
53014,Montana,MT,35,FRAZER H S DIST 2B,2013,1618,643,492,483,1560,635,798,34,81,,,
53015,Montana,MT,55,HINSDALE ELEM SCH DIST 7A,2013,761,98,298,365,740,440,239,59,0,,,
53016,Montana,MT,23,HINSDALE HIGH SCH DIST 7C,2013,761,7,358,396,731,431,264,31,4,,,
53017,Montana,MT,130,NASHUA K-12 SCHOOL DISTRICT,2013,2016,232,945,839,2061,1144,671,114,132,,,
53018,Montana,MT,809,GLASGOW K-12 SCHOOL DISTRICT,2013,8557,713,4097,3747,8267,5182,2339,445,262,,,
53019,Montana,MT,43,OPHEIM K-12 SCHOOL DISTRICT,2013,1225,32,502,691,1184,465,572,64,83,,,
53020,Montana,MT,7,SHAWMUT ELEM DIST 20,2013,102,36,21,45,133,78,55,0,0,,,
53021,Montana,MT,221,HARLOWTON ELEM SCH DIST 16,2013,1835,25,904,906,1927,1160,698,28,34,,,
53022,Montana,MT,74,HARLOWTON H S DIST 16,2013,1936,432,496,1008,1833,991,547,275,18,,,
53023,Montana,MT,19,JUDITH GAP ELEM SCH DIST 21J,2013,499,26,152,321,501,240,169,36,50,,,
53024,Montana,MT,7,JUDITH GAP H S DIST 21J,2013,514,9,224,281,558,261,235,6,44,,,
53025,Montana,MT,160,WIBAUX K-12 SCHOOL DISTRICT,2013,2535,78,1791,666,2513,1345,840,119,207,,,
53026,Montana,MT,192,BLUE CREEK ELEM DIST 3,2013,1401,75,803,523,1444,892,362,102,25,,,
53027,Montana,MT,227,CANYON CREEK ELEM DIST 4,2013,2251,108,1225,918,2107,1140,716,96,90,,,
53028,Montana,MT,41,MORIN ELEM DIST 17,2013,514,213,173,128,506,272,158,43,30,,,
53029,Montana,MT,424,ELDER GROVE ELEM DIST 8,2013,3166,123,1984,1059,3108,1764,964,152,162,,,
53030,Montana,MT,209,ELYSIAN ELEM DIST 23,2013,1698,114,705,879,1754,868,535,155,190,,,
53031,Montana,MT,287,INDEPENDENT ELEM DIST 52,2013,2330,65,1365,900,2351,1444,458,163,55,,,
53032,Montana,MT,1211,LOCKWOOD ELEM DIST 26,2013,11801,904,6087,4810,11261,5971,3932,669,102,,,
53033,Montana,MT,64,PIONEER ELEM DIST 41,2013,575,44,267,264,564,376,180,3,0,,,
53034,Montana,MT,11145,BILLINGS ELEM SCH DIST 2,2013,98356,10538,52568,35250,99875,60852,32196,347,5246,,,
53035,Montana,MT,5220,BILLINGS H S DIST 2,2013,58452,3968,25844,28640,62469,32040,17131,6636,5712,,,
53036,Montana,MT,90,BROADVIEW ELEM SCH DIST 21J,2013,1249,153,427,669,1238,720,382,120,14,,,
53037,Montana,MT,50,BROADVIEW H S DIST 21-J,2013,996,3,363,630,972,581,353,23,14,,,
53038,Montana,MT,76,CUSTER K-12 SCHOOL DISTRICT,2013,1329,32,669,628,1302,742,487,62,8,,,
53039,Montana,MT,780,HUNTLEY PROJECT K-12 DISTRICT,2013,9482,852,4116,4514,8804,4897,2646,589,425,,,
53040,Montana,MT,1334,LAUREL ELEM SCH DIST 7-70,2013,12441,649,6050,5742,12029,7081,3225,835,449,,,
53041,Montana,MT,609,LAUREL H S DIST 7,2013,7176,23,3368,3785,6882,3663,2254,19,428,,,
53042,Montana,MT,551,SHEPHERD ELEM SCH DIST 37,2013,4935,360,3040,1535,4713,3245,973,276,151,,,
53043,Montana,MT,246,SHEPHERD H S DIST 37,2013,3158,23,1709,1426,3063,1939,857,39,107,,,
53044,Montana,MT,0,YELLOWSTONE-W/CARBON CO SPECIAL EDUC COOP,2013,1901,1144,544,213,1805,98,1602,0,44,,,
53045,Montana,MT,0,EASTERN YELLOWSTONE SPEC ED COOP,2013,1189,755,335,99,1175,1,754,0,0,,,
53046,Montana,MT,46,YELLOWSTONE BOYS&GIRL EL 58,2013,3904,201,429,3274,3241,2408,810,21,0,,,
53047,Nebraska,NE,3703,HASTINGS SCH DIST 18,2013,40899,3806,21795,15298,42980,25578,10147,1776,3404,,,
53048,Nebraska,NE,223,KENESAW SCH DIST 3,2013,3594,148,402,3044,3442,2110,961,110,63,,,
