,STATE,Abbe,ENROLL,NAME,YRDATA,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,TCURINST,TCURSSVC,TCURONON,TCAPOUT,,Alabama,AL
47230,California,CA,166,VALLEY HOME ELEM SCH DIST,2013,1476,74,704,698,1532,847,615,7,0,,,
47231,California,CA,0,NORTHERN CALIFORNIA MEDI-CAL ADMIN SERVICES JPA,2013,1400,0,0,1400,1143,0,1143,0,0,,,
47232,California,CA,2186,HUGHSON UNIFIED SCHOOL DISTRICT,2013,21263,1892,12696,6675,21697,12777,5979,1002,1146,,,
47233,California,CA,2794,RIVERBANK UNIFIED SCHOOL DISTRICT,2013,31988,2854,19917,9217,30348,17458,8425,1572,1348,,,
47234,California,CA,5295,OAKDALE JOINT UNIFIED SCHOOL DISTRICT,2013,48090,2946,26108,19036,44209,26158,13983,2058,393,,,
47235,California,CA,3817,WATERFORD UNIFIED SCHOOL DISTRICT,2013,20849,1997,11392,7460,19309,10511,5519,1436,247,,,
47236,California,CA,0,CENTRAL CALIFORNIA MIGRANT HEAD START JPA,2013,29445,29335,0,110,29444,23941,4840,0,663,,,
47237,California,CA,659,CHATOM UNION SCHOOL DISTRICT,2013,6613,736,2611,3266,6414,3731,1879,443,123,,,
47238,California,CA,1041,HART RANSOM UNION ELEMENTARY SCHOOL DISTRICT,2013,8014,494,5701,1819,7463,5000,1972,290,64,,,
47239,California,CA,2867,NEWMAN-CROWS LANDING UNIFIED SCHOOL DISTRICT,2013,26093,3272,15273,7548,24747,14524,7132,1772,337,,,
47240,California,CA,455,BRITTAN ELEMENTARY SCHOOL DISTRICT,2013,4236,269,2787,1180,3587,1974,1116,346,125,,,
47241,California,CA,152,BROWNS ELEM SCH DIST,2013,1470,100,1038,332,1379,703,419,75,182,,,
47242,California,CA,345,EAST NICOLAUS JT UHS DIST,2013,3278,118,1944,1216,3231,1563,1451,129,20,,,
47243,California,CA,491,FRANKLIN ELEM SCH DIST,2013,3279,147,2256,876,3333,2183,805,137,0,,,
47244,California,CA,1740,LIVE OAK UNIF SCH DIST,2013,15268,2313,9211,3744,19734,7922,5101,910,5601,,,
47245,California,CA,2299,MARCUM ILLINOIS UNION ELEM SCHOOL DIST,2013,3218,490,1353,1375,3054,1074,601,150,244,,,
47246,California,CA,76,MERIDIAN ELEM SCH DIST,2013,787,65,524,198,809,347,334,45,24,,,
47247,California,CA,850,NUESTRO ELEM SCH DIST,2013,1629,139,995,495,1415,631,409,60,0,,,
47248,California,CA,175,PLEASANT GROVE JT UNION ELEM SCH DIST,2013,1455,98,756,601,1222,735,396,91,0,,,
47249,California,CA,681,SUTTER UNION H SCH DIST,2013,9108,241,6589,2278,8980,2960,2784,150,2736,,,
47250,California,CA,13298,YUBA CITY UNIFIED SCHOOL DISTRICT,2013,115603,11855,66363,37385,109237,63808,35931,5255,1581,,,
47251,California,CA,170,WINSHIP-ROBBINS SCHOOL DISTRICT,2013,1870,116,1152,602,1621,829,672,98,1,,,
47252,California,CA,607,ANTELOPE ELEM SCH DIST,2013,4847,521,3179,1147,4846,3175,1365,230,28,,,
47253,California,CA,0,BEND ELEM SCH DIST,2013,0,0,0,0,883,0,0,0,0,,,
47254,California,CA,1900,CORNING UNION ELEM SCH DIST,2013,16008,2009,10843,3156,15791,9198,5179,1037,90,,,
47255,California,CA,980,CORNING UNION H SCH DIST,2013,10532,1631,5707,3194,10979,5597,4486,669,153,,,
47256,California,CA,13,ELKINS ELEM SCH DIST,2013,252,49,116,87,241,69,143,24,0,,,
47257,California,CA,1012,EVERGREEN UNION ELEM SCH DIST,2013,9880,796,5567,3517,8194,4963,2583,398,89,,,
47258,California,CA,33,FLOURNOY UNION ELEM SCH DIST,2013,384,47,257,80,397,201,168,21,0,,,
47259,California,CA,381,GERBER UNION ELEM SCH DIST,2013,3324,489,2285,550,3461,2122,1048,211,6,,,
47260,California,CA,97,KIRKWOOD ELEM SCH DIST,2013,753,78,594,81,892,482,302,36,63,,,
47261,California,CA,308,LASSEN VIEW ELEM SCH DIST,2013,2601,283,1682,636,2563,1618,750,140,13,,,
47262,California,CA,37,MANTON JT UNION ELEM SCH DIST,2013,446,67,254,125,579,217,309,27,20,,,
47263,California,CA,128,MINERAL ELEM SCH DIST,2013,1226,56,870,300,1215,540,566,7,48,,,
47264,California,CA,17,PLUM VALLEY ELEM SCH DIST,2013,318,46,120,152,426,128,263,11,20,,,
47265,California,CA,2181,RED BLUFF UNION ELEM SCH DIST,2013,17333,1992,11371,3970,16978,10061,5449,929,364,,,
47266,California,CA,1667,RED BLUFF UNION HIGH SCHOOL DIST,2013,17503,2098,7502,7903,17985,9764,6946,774,89,,,
47267,California,CA,118,REEDS CREEK ELEM SCH DIST,2013,1104,140,724,240,1003,488,426,71,0,,,
47268,California,CA,249,RICHFIELD ELEM SCH DIST,2013,1849,209,1316,324,1789,1043,570,119,42,,,
47269,California,CA,583,LOS MOLINOS UNIFIED SCH DIST,2013,5427,642,3567,1218,5980,3089,2510,319,13,,,
47270,California,CA,97,BURNT RANCH ELEM SCH DIST,2013,1273,238,653,382,1146,626,413,77,0,,,
47271,California,CA,14,COFFEE CREEK ELEM SCH DIST,2013,205,25,131,49,190,119,54,6,0,,,
47272,California,CA,10,COX BAR ELEM SCH DIST,2013,302,43,228,31,325,130,154,27,0,,,
47273,California,CA,165,DOUGLAS CITY ELEM SCH DIST,2013,1673,276,1029,368,1509,886,447,129,0,,,
47274,California,CA,340,MOUNTAIN VALLEY UNIF SCH DIST,2013,4984,723,2647,1614,5231,2773,1974,293,125,,,
47275,California,CA,80,JUNCTION CITY ELEM SCHOOL DIST,2013,1030,180,613,237,991,514,320,111,1,,,
47276,California,CA,54,LEWISTON ELEM SCH DIST,2013,976,178,382,416,864,484,303,41,0,,,
47277,California,CA,12,TRINITY CENTER ELEM SCH DIST,2013,347,49,210,88,347,148,107,1,77,,,
47278,California,CA,732,TRINITY ALPS UNIFIED SCHOOL DISTRICT,2013,8901,1482,3960,3459,8360,4798,2856,362,90,,,
47279,California,CA,97,SOUTHERN TRINITY JT UNIF SCH DIST,2013,2764,278,1721,765,3022,1103,1039,162,667,,,
47280,California,CA,79,ALLENSWORTH ELEM SCH DIST,2013,1125,254,795,76,1081,570,415,87,8,,,
47281,California,CA,577,ALPAUGH UNIFIED SCH DIST,2013,3635,477,2872,286,3894,2134,1286,235,238,,,
47282,California,CA,560,ALTA VISTA ELEM SCH DIST,2013,4693,851,3581,261,4943,2958,1418,379,185,,,
47283,California,CA,198,BUENA VISTA ELE SCH DIST,2013,1644,163,1254,227,2661,971,570,125,986,,,
47284,California,CA,4228,BURTON ELEM SCH DIST,2013,33693,3195,26762,3736,41436,19692,10255,2109,9201,,,
47285,California,CA,53,CITRUS SOUTH TULE ELEM SCH DIST,2013,516,59,395,62,525,303,201,21,0,,,
47286,California,CA,184,COLUMBINE ELEM SCH DIST,2013,1481,144,1151,186,1499,985,412,102,0,,,
47287,California,CA,179,DUCOR UNION ELEM SCH DIST,2013,1838,230,1296,312,2452,981,578,132,761,,,
47288,California,CA,1881,EARLIMART ELEM SCH DIST,2013,17583,3500,11924,2159,19684,10064,7321,1264,903,,,
47289,California,CA,1870,EXETER UNIFIED SCHOOL DISTRICT,2013,15593,1648,10514,3431,17071,9496,5195,994,1173,,,
47290,California,CA,1093,EXETER UNION HIGH SCHOOL DIST,2013,10406,407,5932,4067,10198,5190,4240,6,312,,,
47291,California,CA,2646,FARMERSVILLE UNIFIED SCHOOL DISTRICT,2013,24437,3543,18198,2696,28801,14847,7875,1592,4210,,,
47292,California,CA,208,HOPE ELEM SCH DIST,2013,1466,115,1165,186,1931,839,525,88,478,,,
47293,California,CA,14,HOT SPRINGS ELEM SCH DIST,2013,385,41,251,93,418,227,191,0,0,,,
47294,California,CA,451,KINGS RIVER ELEM SCH DIST,2013,4371,757,3051,563,4210,2326,1387,377,67,,,
47295,California,CA,323,LIBERTY ELEM SCH DIST,2013,2359,96,1734,529,12038,1357,787,0,9850,,,
47296,California,CA,4130,LINDSAY UNIFIED SCH DIST,2013,43959,8735,29322,5902,44829,21996,15314,3879,2569,,,
47297,California,CA,450,MONSON SULTANA JT UNION ELEM SCHOOL DIST,2013,3566,546,2757,263,3571,2054,1302,215,0,,,
47298,California,CA,448,OAK VALLEY UNION ELEM SCH DIST,2013,10007,368,8997,642,7124,2515,984,258,3367,,,
47299,California,CA,4128,CUTLER-OROSI UNIFIED SCH DIST,2013,42658,6656,30087,5915,41195,21579,12765,5523,812,,,
47300,California,CA,114,OUTSIDE CREEK ELEM SCH DIST,2013,822,97,582,143,955,510,354,91,0,,,
47301,California,CA,533,PALO VERDE UNION ELEM SCH DIST,2013,13970,600,12719,651,9711,3187,1285,355,4884,,,
47302,California,CA,1139,PIXLEY UNION ELEM SCH DIST,2013,10074,1717,6858,1499,9944,6276,2891,749,28,,,
47303,California,CA,569,PLEASANT VIEW ELEM SCHOOL DIST,2013,4939,698,3786,455,5629,2950,1339,450,890,,,
47304,California,CA,685,RICHGROVE ELEM SCH DIST,2013,9959,1196,7601,1162,9378,5103,3382,519,324,,,
47305,California,CA,406,ROCKFORD ELEM SCH DIST,2013,2765,244,2251,270,2796,1818,739,235,0,,,
47306,California,CA,82,SAUCELITO ELEM SCH DIST,2013,956,51,813,92,823,499,286,38,0,,,
47307,California,CA,306,SEQUOIA UNION ELEM SCH DIST,2013,5907,218,5179,510,4052,1470,711,108,1763,,,
47308,California,CA,317,SPRINGVILLE UNION EL SCH DIST,2013,2566,246,1357,963,2492,1618,620,94,155,,,
47309,California,CA,484,STONE CORRAL ELEM SCH DISTRICT,2013,4690,463,3995,232,4088,2211,1743,0,19,,,
47310,California,CA,832,STRATHMORE UNION ELEM SCH DIST,2013,7427,1147,5291,989,8042,4102,2192,586,1162,,,
47311,California,CA,793,SUNDALE UN ELEM SCH DIST,2013,6264,496,4685,1083,5973,4088,1369,244,240,,,
47312,California,CA,363,SUNNYSIDE UN ELEM SCH DIST,2013,3370,517,2411,442,3415,1906,1130,311,64,,,
47313,California,CA,936,TERRA BELLA UNION ELEM SCH DIST,2013,9973,1486,7055,1432,10467,5199,3064,711,1440,,,
47314,California,CA,142,THREE RIVER UNION ELEM SCH DT,2013,1370,98,584,688,1113,581,327,67,129,,,
47315,California,CA,607,TIPTON ELEM SCH DIST,2013,5883,545,4419,919,5354,3460,1551,305,38,,,
47316,California,CA,227,TRAVER JT ELEM SCH DIST,2013,2085,310,1286,489,2194,1137,844,186,2,,,
47317,California,CA,9434,TULARE CITY SCHOOL DISTRICT,2013,75356,9652,54160,11544,91386,48816,18795,4952,18666,,,
47318,California,CA,5306,TULARE JOINT UNION HIGH SCH DIST,2013,56210,4454,34842,16914,53748,25880,20564,5481,300,,,
47319,California,CA,27617,VISALIA UNIFIED SCHOOL DIST,2013,235501,25205,151556,58740,228040,129023,67803,12562,16298,,,
47320,California,CA,281,WAUKENA UN ELEM SCH DIST,2013,2028,265,1460,303,1977,1067,732,158,20,,,
47321,California,CA,2273,WOODLAKE UNIFIED SCHOOL DISTRICT,2013,33642,3581,14831,15230,25010,12165,7588,2275,2629,,,
47322,California,CA,0,WOODLAKE UNION HIGH SCHOOL DIST,2013,0,0,0,0,5394,0,0,0,0,,,
47323,California,CA,496,WOODVILLE ELEM SCH DIST,2013,4451,795,3144,512,5184,3256,1453,445,30,,,
47324,California,CA,0,TULARE CO ORGANIZATION FOR VOCATIONAL EDUC,2013,4794,0,30,4764,4775,4476,299,0,0,,,
47325,California,CA,6241,DINUBA UNIFIED SCHOOL DISTRICT,2013,58040,7248,41966,8826,56932,31979,17265,3299,2522,,,
47326,California,CA,13835,PORTERVILLE UNIFIED SCHOOL DISTRICT,2013,134570,16606,91461,26503,140167,74222,36500,12043,14640,,,
47327,California,CA,128,BELLEVIEW ELEM SCH DIST,2013,1634,120,858,656,1379,771,426,161,14,,,
47328,California,CA,360,BIG OAK FLAT-GROVELAND UNIFIED SCHOOL DIST,2013,5466,274,841,4351,6125,2551,1957,202,1043,,,
47329,California,CA,584,COLUMBIA UNION SCHOOL DISTRICT,2013,4832,417,2728,1687,4718,2747,1652,209,46,,,
47330,California,CA,465,CURTIS CREEK EL SCH DIST,2013,4643,318,1354,2971,4461,2669,1527,166,61,,,
47331,California,CA,534,JAMESTOWN ELEM SCH DIST,2013,4798,435,2317,2046,4573,2163,1411,248,2,,,
47332,California,CA,662,SONORA ELEM SCH DIST,2013,5986,1011,2336,2639,6175,3505,1649,203,594,,,
47333,California,CA,1186,SONORA UNION HIGH SCHOOL DIST,2013,12580,721,3387,8472,12155,5363,5537,377,871,,,
47334,California,CA,481,SOULSBYVILLE EL SCH DIST,2013,3894,281,2144,1469,4044,2368,1250,133,216,,,
47335,California,CA,348,SUMMERVILLE ELEM SCHOOL DIST,2013,3257,620,1559,1078,3529,2160,1107,147,76,,,
47336,California,CA,1088,SUMMERVILLE UNION HIGH SCHOOL DIST,2013,11167,288,6443,4436,11083,5434,4272,351,486,,,
47337,California,CA,282,TWAIN HARTE-LONG BARN SCH DIST,2013,3491,214,855,2422,2868,1625,1061,105,48,,,
47338,California,CA,563,BRIGGS SCH DIST,2013,5049,467,3144,1438,4754,2584,1366,259,155,,,
47339,California,CA,3812,FILLMORE UNIFIED SCH DIST,2013,33983,3786,20271,9926,32852,17446,11033,2262,851,,,
47340,California,CA,8332,HUENEME ELEM SCH DIST,2013,70633,9562,47621,13450,72999,43424,19075,4486,3397,,,
47341,California,CA,1387,MESA UNION ELEM SCH DIST,2013,6354,331,3052,2971,5550,2943,1516,162,393,,,
47342,California,CA,6984,MOORPARK UNIFIED SCH DIST,2013,61393,5280,31742,24371,68487,34554,21449,2125,8181,,,
47343,California,CA,209,MUPU SCHOOL DISTRICT,2013,1920,61,1629,230,1936,672,322,19,903,,,
47344,California,CA,2879,OJAI UNIFIED SCH DIST,2013,25097,1965,7692,15440,24913,13948,8842,1242,165,,,
47345,California,CA,2550,OCEAN VIEW SCHOOL DISTRICT,2013,25988,3430,15257,7301,27189,14259,7247,1859,2135,,,
47346,California,CA,16533,OXNARD SCHOOL DISTRICT,2013,150842,17290,91163,42389,175936,88236,40337,8864,31361,,,
47347,California,CA,16780,OXNARD UNION H SCH DIST,2013,159993,19135,72463,68395,166194,83860,47573,7558,20835,,,
47348,California,CA,7277,PLEASANT VALLEY SCHOOL DISTRICT,2013,63046,3946,25864,33236,57663,36461,15057,1530,893,,,
47349,California,CA,4692,RIO ELEM SCH DIST,2013,43616,3771,21224,18621,40602,21589,12485,2764,1077,,,
47350,California,CA,56,SANTA CLARA ELEM SCH DIST,2013,496,28,285,183,454,318,130,6,0,,,
47351,California,CA,3757,SANTA PAULA UNIFIED SCHOOL DISTRICT,2013,36196,3686,23659,8851,35246,20744,11652,1957,228,,,
47352,California,CA,1667,SANTA PAULA UNION HIGH SCH DT,2013,16446,1715,8505,6226,16169,7267,5506,794,1390,,,
47353,California,CA,18857,SIMI VALLEY UNIFIED SCH DIST,2013,175717,9306,87156,79255,178340,98770,52820,10200,10432,,,
47354,California,CA,251,SOMIS UNION ELEM SCH DIST,2013,2909,196,590,2123,2832,1413,1103,90,10,,,
47355,California,CA,17402,VENTURA UNIF SCH DIST,2013,158708,13979,71348,73381,158229,82306,52273,13762,4101,,,
47356,California,CA,4510,OAK PARK UNIFIED SCHOOL DIST,2013,38636,1175,18315,19146,40569,23270,10216,839,4185,,,
47357,California,CA,20595,CONEJO VALLEY UNIFIED SCHOOL DISTRICT,2013,196101,8442,58630,129029,182868,110545,52095,13205,2780,,,
47358,California,CA,8599,DAVIS JT UNIF SCH DIST,2013,87094,3598,32912,50584,79811,48326,25546,2379,914,,,
47359,California,CA,7697,WASHINGTON UNIF SCH DIST,2013,70922,7473,38935,24514,79447,36683,22892,4256,10528,,,
47360,California,CA,1522,WINTERS JT UNIFIED SCH DIST,2013,13513,1023,8822,3668,13713,7561,5164,476,208,,,
47361,California,CA,10126,WOODLAND JT UNIFIED SCH DIST,2013,88934,8681,51183,29070,83797,44997,31286,4712,855,,,
47362,California,CA,987,ESPARTO UNIFIED SCH DIST,2013,9282,592,4812,3878,8668,4776,3341,344,55,,,
47363,California,CA,425,CAMPTONVILLE UNION SCH DIST,2013,4826,1753,2778,295,4726,1854,1139,24,1683,,,
47364,California,CA,9815,MARYSVILLE UNIF SCH DIST,2013,95377,14414,58214,22749,106539,49270,33883,5344,13491,,,
47365,California,CA,1077,PLUMAS ELEM SCH DIST,2013,9404,469,6927,2008,10192,4982,3940,382,0,,,
47366,California,CA,1236,WHEATLAND SCHOOL DISTRICT,2013,15894,3598,10174,2122,15240,8349,5722,494,417,,,
47367,California,CA,713,WHEATLAND UNION HIGH SCH DIST,2013,6491,590,3927,1974,6680,3588,2606,192,229,,,
47368,Colorado,CO,7500,ADAMS SCHOOL DISTRICT 14,2013,84981,19635,36616,28730,84653,37807,32528,4858,5757,,,
47369,Colorado,CO,1044,BENNETT SCH DIST 29 J,2013,9328,126,4902,4300,10217,4491,2846,305,1766,,,
47370,Colorado,CO,16184,BRIGHTON SCH DIST 27 J,2013,138629,9423,78092,51114,130471,65907,44297,7573,4600,,,
47371,Colorado,CO,8051,MAPLETON SCH DIST 1,2013,70444,5592,39447,25405,86202,36635,24410,3146,19618,,,
47372,Colorado,CO,1001,STRASBURG SCH DIST 31J,2013,8922,132,3972,4818,8571,4592,2951,327,269,,,
47373,Colorado,CO,10069,ADAMS COUNTY SCHOOL DISTRICT 50,2013,115275,13708,54418,47149,103620,50052,37923,5471,5318,,,
47374,Colorado,CO,0,ADAMS CO BOCES,2013,788,0,0,788,708,0,706,0,2,,,
47375,Colorado,CO,43268,NORTHGLENN-THORNTON SCH DIST 12,2013,405051,22447,221472,161132,386054,218920,110395,16263,16597,,,
47376,Colorado,CO,2072,ALAMOSA SCHOOL DISTRICT RE 11J,2013,19690,2075,10420,7195,20158,9962,5590,933,2864,,,
47377,Colorado,CO,316,SANGRE DE CRISTO SCH DIST RE-22J,2013,3998,392,1990,1616,3660,1878,1255,216,125,,,
47378,Colorado,CO,0,SAN LUIS VALLEY BOCES,2013,5261,2953,1332,976,5099,1782,2815,311,42,,,
47379,Colorado,CO,563,BYERS SCH DIST 32 J,2013,5249,147,2910,2192,5641,2691,1573,335,764,,,
47380,Colorado,CO,53422,CHERRY CREEK SCH DIST 5,2013,548930,26039,220886,302005,532279,327177,139370,15436,28331,,,
47381,Colorado,CO,185,DEER TRAIL SCH DIST 26 J,2013,2371,76,1329,966,2359,1241,792,134,35,,,
47382,Colorado,CO,2981,ENGLEWOOD SCH DIST 1,2013,44468,3373,18688,22407,60320,17034,12272,1571,26544,,,
47383,Colorado,CO,15754,LITTLETON SCH DIST 6,2013,161849,7340,62221,92288,158899,85997,49304,8129,11849,,,
47384,Colorado,CO,1584,SHERIDAN SCHOOL DIST 2,2013,22301,5927,9123,7251,22488,10144,8888,941,1269,,,
47385,Colorado,CO,39835,ADAMS-ARAPAHOE SCHOOL DISTRICT 28J,2013,395801,41210,215642,138949,395175,194554,129342,16387,34453,,,
47386,Colorado,CO,1371,ARCHULETA CO SCHOOL DIST 50,2013,14790,1283,3539,9968,15885,7025,6148,527,1723,,,
47387,Colorado,CO,158,WALSH SCH DIST RE 1,2013,2010,102,1081,827,2091,1071,846,86,10,,,
47388,Colorado,CO,47,PRITCHETT SCH DIST RE 3,2013,1119,65,589,465,1201,598,499,67,12,,,
47389,Colorado,CO,312,SPRINGFIELD SCH DIST RE-4,2013,2912,209,1737,966,2925,1704,984,152,83,,,
47390,Colorado,CO,216,VILAS SCHOOL DISTRICT RE 5,2013,1901,85,1487,329,1818,993,717,65,33,,,
47391,Colorado,CO,49,CAMPO SCH DIST RE 6,2013,922,38,487,397,980,524,392,47,0,,,
47392,Colorado,CO,523,LAS ANIMAS SCH DIST RE-1,2013,4942,581,2590,1771,4843,2536,1695,268,110,,,
47393,Colorado,CO,272,MCCLAVE SCH DIST RE 2,2013,2936,175,1933,828,3025,1456,923,175,353,,,
47394,Colorado,CO,29382,ST VRAIN VALLEY SCH DIST RE-1J,2013,295768,16919,118006,160843,292516,129616,82359,11880,42983,,,
47395,Colorado,CO,30041,BOULDER VALLEY SCH DIST RE-2,2013,338885,14665,70977,253243,333238,181842,103657,11729,18787,,,
47396,Colorado,CO,0,CENTENNIAL BOCES,2013,10833,5819,1860,3154,11385,1033,7471,167,39,,,
47397,Colorado,CO,994,BUENA VISTA SCH DIST R-31,2013,11484,487,3236,7761,10187,5618,3618,408,337,,,
47398,Colorado,CO,1156,SALIDA SCH DIST R-32J,2013,15068,1763,4139,9166,19810,6877,4122,396,7046,,,
47399,Colorado,CO,203,CHEYENNE CO SCHOOL DIST RE-5,2013,3451,68,1220,2163,3003,1543,1130,117,80,,,
47400,Colorado,CO,110,KIT CARSON SCH DIST R 1,2013,1970,45,832,1093,2218,1100,907,106,53,,,
47401,Colorado,CO,0,MOUNT EVANS BOCES,2013,1025,479,545,1,1024,42,169,0,0,,,
47402,Colorado,CO,959,CLEAR CREEK SCH DIST RE-1,2013,13785,268,214,13303,10952,5499,4423,290,406,,,
47403,Colorado,CO,360,SANFORD SCH DIST 6,2013,18507,269,17754,484,18487,1822,975,195,15424,,,
47404,Colorado,CO,1033,NORTH CONEJOS SCH DIST 1 J,2013,8754,1047,6634,1073,9552,5379,3152,574,317,,,
47405,Colorado,CO,208,SOUTH CONEJOS SCH DIST 10,2013,2920,434,1788,698,3010,1596,1184,162,29,,,
47406,Colorado,CO,190,CENTENNIAL SCH DIST R 1,2013,3129,222,1095,1812,2665,1084,1060,229,111,,,
47407,Colorado,CO,270,SIERRA GRANDE SCH DIST R-30,2013,3664,296,1077,2291,4147,1625,1541,229,640,,,
47408,Colorado,CO,446,CROWLEY CO SCH DIST RE-1,2013,4558,554,3119,885,4653,2150,2119,160,32,,,
47409,Colorado,CO,414,CONSOLIDATED C-1,2013,4359,239,786,3334,4039,2171,1515,168,18,,,
47410,Colorado,CO,5355,DELTA CO SCH DIST J 50,2013,45498,3814,23452,18232,44770,24991,13996,2760,1839,,,
47411,Colorado,CO,83377,DENVER SCH DIST 1,2013,1057142,125850,293572,637720,1087297,458062,341129,79150,108152,,,
47412,Colorado,CO,0,EXPEDITIONARY BOCES,2013,3240,0,74,3166,3219,2125,1005,0,79,,,
47413,Colorado,CO,288,DOLORES COUNTY RE NO 2,2013,3573,115,740,2718,3328,1606,1249,140,114,,,
47414,Colorado,CO,64657,DOUGLAS CO SCH DIST RE 1,2013,603241,18184,271165,313892,598872,294360,187163,24324,57072,,,
47415,Colorado,CO,6408,EAGLE CO SCH DIST RE-50,2013,87409,2717,19509,65183,80430,36067,24446,1756,9738,,,
47416,Colorado,CO,10,AGATE SCHOOL DISTRICT 300,2013,656,12,349,295,720,143,370,39,1,,,
47417,Colorado,CO,300,BIG SANDY SCH DIST 100J,2013,3526,184,2390,952,3607,2037,1112,116,169,,,
47418,Colorado,CO,209,ELBERT SCH DIST 200,2013,4019,69,3213,737,3858,1441,858,77,1363,,,
47419,Colorado,CO,2703,ELIZABETH SCH DIST C-1,2013,21770,388,11723,9659,21238,10499,7255,1199,1396,,,
47420,Colorado,CO,383,KIOWA SCH DIST C-2,2013,5078,87,2767,2224,4645,2044,1229,120,1117,,,
47421,Colorado,CO,510,CALHAN SCH DIST R JT 1,2013,5182,204,3987,991,5099,2263,1595,194,856,,,
47422,Colorado,CO,4651,CHEYENNE MTN SCH DIST 12,2013,43403,1259,16783,25361,39936,21647,13559,629,1974,,,
47423,Colorado,CO,29032,COLO SPRINGS SCH DIST 11,2013,297913,28671,125107,144135,281236,147066,105376,8994,8267,,,
47424,Colorado,CO,185,EDISON SCH DIST 54 JT,2013,2154,75,1848,231,2094,870,752,78,85,,,
47425,Colorado,CO,1027,ELLICOTT SCH DIST 22,2013,8465,861,6015,1589,7953,3674,2942,385,348,,,
47426,Colorado,CO,15478,FALCON SCH DIST 49,2013,125042,6245,75957,42840,117399,57348,42357,3046,7088,,,
47427,Colorado,CO,7840,FOUNTAIN SCH DIST 8,2013,79423,27789,44980,6654,77714,37457,24773,2900,11604,,,
47428,Colorado,CO,227,HANOVER SCH DIST 28,2013,3542,252,2083,1207,3279,1258,1344,176,76,,,
47429,Colorado,CO,10775,HARRISON SCH DIST 2,2013,112965,14324,61432,37209,102199,49928,37661,4439,6032,,,
47430,Colorado,CO,6153,LEWIS PALMER SCH DIST 38,2013,59101,1718,26300,31083,52043,26386,17603,1687,1542,,,
47431,Colorado,CO,1500,MANITOU SPRINGS SCH DIST 14,2013,14341,418,6720,7203,13921,7400,5112,363,665,,,
47432,Colorado,CO,268,MIAMI YODER SCH DIST 60,2013,3770,325,2623,822,3735,1574,1275,139,498,,,
47433,Colorado,CO,656,PEYTON SCH DIST 23JT,2013,5663,260,3754,1649,5084,2722,1823,133,157,,,
47434,Colorado,CO,23973,ACADEMY SCHOOL DIST 20,2013,226291,13704,107152,105435,211208,115500,70723,4584,7848,,,
47435,Colorado,CO,9297,WIDEFIELD SCH DIST 3,2013,75233,6350,49219,19664,73379,39350,26952,3656,2544,,,
47436,Colorado,CO,0,PIKES PEAK BOCES,2013,20192,1275,11131,7786,20415,4209,3872,0,10072,,,
47437,Colorado,CO,3622,CANON CITY SCH DIST RE-1,2013,32384,3727,17816,10841,32345,16855,10259,1628,2074,,,
47438,Colorado,CO,1536,FLORENCE SCH DIST RE-2,2013,14524,957,7467,6100,13318,6829,4786,613,273,,,
47439,Colorado,CO,220,COTOPAXI SCH DIST RE-3,2013,2646,182,821,1643,2476,1263,873,245,39,,,
47440,Colorado,CO,1126,GARFIELD SCH DIST 16,2013,15996,618,4544,10834,12950,5350,5044,429,652,,,
47441,Colorado,CO,5436,ROARING FORK SCH DIST RE 1,2013,62646,1993,12686,47967,58417,32145,15525,1276,4172,,,
47442,Colorado,CO,4730,GARFIELD SCH DIST R 2,2013,50046,1726,20912,27408,43887,19969,16371,1067,1128,,,
47443,Colorado,CO,373,GILPIN SCH DIST R 1,2013,7127,109,1667,5351,5166,2401,2209,160,165,,,
47444,Colorado,CO,1245,EAST GRAND SCH DIST 2,2013,15595,358,1454,13783,14343,7559,4599,283,222,,,
47445,Colorado,CO,434,WEST GRAND SCH DIST 1,2013,6151,195,57,5899,5568,2589,2195,183,222,,,
47446,Colorado,CO,1846,GUNNISON WATERSHED SCH DIST RE-1J,2013,20931,813,2506,17612,18841,9786,5285,588,197,,,
47447,Colorado,CO,81,HINSDALE CO SCH DIST RE-1,2013,1443,40,205,1198,1510,771,678,6,44,,,
47448,Colorado,CO,226,LA VETA SCH DIST R 2,2013,2822,250,1145,1427,2865,1477,1087,119,89,,,
47449,Colorado,CO,520,HUERFANO SCH DIST RE 1,2013,5828,793,1981,3054,5215,2635,2001,248,106,,,
47450,Colorado,CO,206,NORTH PARK SCH DIST R 1,2013,2749,146,941,1662,2722,1492,961,125,112,,,
47451,Colorado,CO,85542,JEFFERSON CO SCH DIST R-1,2013,842074,53795,339822,448457,834668,415384,278614,34801,65306,,,
47452,Colorado,CO,180,KIOWA COUNTY SCHOOL DISTRICT RE-1,2013,2156,86,1252,818,2241,1257,774,94,82,,,
47453,Colorado,CO,80,PLAINVIEW SCH DIST RE 2,2013,1212,69,543,600,1259,542,538,68,98,,,
47454,Colorado,CO,133,BETHUNE SCH DIST R 5,2013,1768,79,1154,535,2048,1085,722,117,66,,,
47455,Colorado,CO,814,BURLINGTON SCH DIST RE-6J,2013,6964,278,2901,3785,6457,3399,1918,343,439,,,
47456,Colorado,CO,176,ARRIBA-FLAGLER CSD #20,2013,2426,68,1277,1081,2487,1158,785,101,295,,,
